file,model,term,p_value,p_display,sig,highlight,significant_0_05,Sum Sq,Mean Sq,NumDF,DenDF,F value,statistic,parameter,estimate,conf_low,conf_high,method,Df,Estimate,Std. Error,t value,x,contrast,Sex,SE,df,lower.CL,upper.CL,t.ratio,p.value,Group,emmean,fix,Chisq
main_manuscript/cortisol/rank_correlations/05_kendall_auci_eye_rate_ctrl.csv,NA,kendall_auci_eye_rate_ctrl,0.33548409759252984,0.335,NA,NA,FALSE,NA,NA,NA,NA,NA,330,NA,-0.10931174089068828,NA,NA,Kendall's rank correlation tau,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
main_manuscript/cortisol/rank_correlations/06_kendall_auci_eye_rate_asd.csv,NA,kendall_auci_eye_rate_asd,0.08551642258795011,0.086 .,.,trend,FALSE,NA,NA,NA,NA,NA,339,NA,0.20855614973262035,NA,NA,Kendall's rank correlation tau,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
main_manuscript/cortisol/rank_correlations/07_kendall_t2t3_eye_rate_ctrl.csv,NA,kendall_t2t3_eye_rate_ctrl,0.3731365436413909,0.373,NA,NA,FALSE,NA,NA,NA,NA,NA,333,NA,-0.10121457489878544,NA,NA,Kendall's rank correlation tau,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
main_manuscript/cortisol/rank_correlations/08_kendall_t2t3_eye_rate_asd.csv,NA,kendall_t2t3_eye_rate_asd,1,1,NA,NA,FALSE,NA,NA,NA,NA,NA,280,NA,-0.0017825311942959,NA,NA,Kendall's rank correlation tau,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
main_manuscript/cortisol/raw_cortisol/01_raw_cortisol_model_anova.csv,raw_cortisol_model,timepoint,2.770722907702979e-27,<0.001 ***,***,significant,TRUE,32.680402740419794,16.340201370209897,2,476.38693637941833,69.71735714599845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
main_manuscript/cortisol/raw_cortisol/01_raw_cortisol_model_anova.csv,raw_cortisol_model,medication:timepoint,6.127836483753379e-11,<0.001 ***,***,significant,TRUE,14.746138017639726,2.457689669606621,6,476.4608761699486,10.486016944832471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
main_manuscript/cortisol/raw_cortisol/01_raw_cortisol_model_anova.csv,raw_cortisol_model,medication,4.3939862600323744e-5,<0.001 ***,***,significant,TRUE,5.699081534255153,1.8996938447517175,3,173.92701970351723,8.105263285437049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
main_manuscript/cortisol/raw_cortisol/01_raw_cortisol_model_anova.csv,raw_cortisol_model,Group:medication,0.1319585221102784,0.132,NA,NA,FALSE,1.3334651945091105,0.4444883981697035,3,173.92701990029437,1.896461108425858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
main_manuscript/cortisol/raw_cortisol/01_raw_cortisol_model_anova.csv,raw_cortisol_model,Group:timepoint,0.16340029542268844,0.163,NA,NA,FALSE,0.8524126632956869,0.42620633164784344,2,476.38693632992346,1.8184585592409304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
main_manuscript/cortisol/raw_cortisol/01_raw_cortisol_model_anova.csv,raw_cortisol_model,Group,0.4290088765086737,0.429,NA,NA,FALSE,0.1484733144673642,0.1484733144673642,1,64.34354957573606,0.6334785512645371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
main_manuscript/cortisol/raw_cortisol/01_raw_cortisol_model_anova.csv,raw_cortisol_model,Group:medication:timepoint,0.6257674406369325,0.626,NA,NA,FALSE,1.026335153793689,0.1710558589656148,6,476.46087617104826,0.7298295866269436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
main_manuscript/cortisol/t2t3/01_t2t3_summary_model_anova.csv,t2t3_summary_model,medication,5.014579337827539e-7,<0.001 ***,***,significant,TRUE,252.20881602924615,84.06960534308206,3,185.03289315992103,11.64576628406698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
main_manuscript/cortisol/t2t3/01_t2t3_summary_model_anova.csv,t2t3_summary_model,Group,0.26911056204631245,0.269,NA,NA,FALSE,8.960897410769956,8.960897410769956,1,68.5357873872566,1.2413108936988149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
main_manuscript/cortisol/t2t3/01_t2t3_summary_model_anova.csv,t2t3_summary_model,Group:medication,0.671944033490742,0.672,NA,NA,FALSE,11.16903589307697,3.7230119643589896,3,185.03289174622853,0.5157313042302475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
main_manuscript/cortisol/t2t3/02_t2t3_predictor_model_anova.csv,t2t3_predictor_model,Group:T2T3,0.01376798400083686,0.014 *,*,significant,TRUE,0.33099093788625406,0.33099093788625406,1,174.15676682502095,6.192601267011304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
main_manuscript/cortisol/t2t3/02_t2t3_predictor_model_anova.csv,t2t3_predictor_model,medication:Group:T2T3,0.0818806046343931,0.082 .,.,trend,FALSE,0.3643681195455829,0.12145603984852764,3,174.07369955259696,2.2723547389404324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
main_manuscript/cortisol/t2t3/02_t2t3_predictor_model_anova.csv,t2t3_predictor_model,medication:T2T3,0.09501473486009628,0.095 .,.,trend,FALSE,0.34566444200687046,0.11522148066895682,3,174.07369954659654,2.1557106419109995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
main_manuscript/cortisol/t2t3/02_t2t3_predictor_model_anova.csv,t2t3_predictor_model,T2T3,0.17654121804828887,0.177,NA,NA,FALSE,0.09842261697342686,0.09842261697342686,1,174.15676681371087,1.8414160413710936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
main_manuscript/cortisol/t2t3/02_t2t3_predictor_model_anova.csv,t2t3_predictor_model,Group,0.22835883843505717,0.228,NA,NA,FALSE,0.07882646674325684,0.07882646674325684,1,75.86136155410237,1.474786231144696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
main_manuscript/cortisol/t2t3/02_t2t3_predictor_model_anova.csv,t2t3_predictor_model,medication:Group,0.7209080920242736,0.721,NA,NA,FALSE,0.07141158378392634,0.02380386126130878,3,166.27038069640503,0.4453530430407105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
main_manuscript/cortisol/t2t3/02_t2t3_predictor_model_anova.csv,t2t3_predictor_model,medication,0.7306820463969484,0.731,NA,NA,FALSE,0.0691970952764259,0.0230656984254753,3,166.2703807052869,0.4315425497938714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
main_manuscript/eye_tracking/group_aoi_medication/01_main_model_anova.csv,main_group_fix_medication,fix,9.82099449249924e-67,<0.001 ***,***,significant,TRUE,39.964819049701006,13.321606349900335,3,891.7508163516508,123.14437687514572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
main_manuscript/eye_tracking/group_aoi_medication/01_main_model_anova.csv,main_group_fix_medication,Group:fix,0.00144996820199501,0.001 **,**,significant,TRUE,1.6881466335756454,0.5627155445252151,3,891.7508163244818,5.201719167225982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
main_manuscript/eye_tracking/group_aoi_medication/01_main_model_anova.csv,main_group_fix_medication,medication,0.26506022915255145,0.265,NA,NA,FALSE,0.4298257527380871,0.1432752509126957,3,922.03845079085,1.3244304802180304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
main_manuscript/eye_tracking/group_aoi_medication/01_main_model_anova.csv,main_group_fix_medication,Sex,0.3273652639295875,0.327,NA,NA,FALSE,0.24415722425021064,0.12207861212510532,2,106.32103974693383,1.128489629934244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
main_manuscript/eye_tracking/group_aoi_medication/01_main_model_anova.csv,main_group_fix_medication,Group,0.6088960184300842,0.609,NA,NA,FALSE,0.02858987369233878,0.02858987369233878,1,66.52212227830316,0.2642836072699687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
main_manuscript/eye_tracking/group_aoi_medication/01_main_model_anova.csv,main_group_fix_medication,fix:medication,0.8491758130463534,0.849,NA,NA,FALSE,0.5214741954438662,0.05794157727154069,9,891.7508163093456,0.5356095384338064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
main_manuscript/eye_tracking/group_aoi_medication/01_main_model_anova.csv,main_group_fix_medication,Group:medication,0.8929561519555378,0.893,NA,NA,FALSE,0.06653202104678584,0.02217734034892861,3,922.92341470055,0.2050064148635703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
main_manuscript/eye_tracking/group_aoi_medication/01_main_model_anova.csv,main_group_fix_medication,Group:fix:medication,0.91504540835592,0.915,NA,NA,FALSE,0.4259524593779467,0.04732805104199408,9,891.7508163062206,0.4374985419325992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
main_manuscript/eye_tracking/group_aoi_medication/01_main_model_anova.csv,main_group_fix_medication,session,0.9246805217163264,0.925,NA,NA,FALSE,0.05120447609176412,0.01706815869725471,3,916.7520624365984,0.15777735146747185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
main_manuscript/eye_tracking/group_aoi_medication/02_eyes_only_model_anova.csv,eyes_only_group_medication,Group,0.22124666407356872,0.221,NA,NA,FALSE,0.08453517097468086,0.08453517097468086,1,67.28013204313164,1.5244199490749597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
main_manuscript/eye_tracking/group_aoi_medication/02_eyes_only_model_anova.csv,eyes_only_group_medication,Sex,0.42175778941231384,0.422,NA,NA,FALSE,0.09675491895771691,0.04837745947885846,2,82.7946265110415,0.8723891306403756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
main_manuscript/eye_tracking/group_aoi_medication/02_eyes_only_model_anova.csv,eyes_only_group_medication,Group:medication,0.4617236083305246,0.462,NA,NA,FALSE,0.14350576348164262,0.04783525449388087,3,171.09774347862898,0.8626115660355168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
main_manuscript/eye_tracking/group_aoi_medication/02_eyes_only_model_anova.csv,eyes_only_group_medication,session,0.5272052127461229,0.527,NA,NA,FALSE,0.12378203732483706,0.04126067910827902,3,170.66568529788847,0.7440524650252346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
main_manuscript/eye_tracking/group_aoi_medication/02_eyes_only_model_anova.csv,eyes_only_group_medication,medication,0.941648916312409,0.942,NA,NA,FALSE,0.02176460692205636,0.00725486897401878,3,170.96025253319107,0.13082681284493589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
main_manuscript/eye_tracking/timecourse_questions/01_question_type_model_anova.csv,question_type_model,Group:medication,7.673380887707961e-5,<0.001 ***,***,significant,TRUE,2.1997995226960847,0.7332665075653616,3,2892.8397899853717,7.246148050544607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
main_manuscript/eye_tracking/timecourse_questions/01_question_type_model_anova.csv,question_type_model,q_type,0.00479362828669392,0.005 **,**,significant,TRUE,0.8738471887558857,0.8738471887558857,1,55.570404060979854,8.635367956871978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
main_manuscript/eye_tracking/timecourse_questions/01_question_type_model_anova.csv,question_type_model,Group:q_type,0.06445743823470448,0.064 .,.,trend,FALSE,0.36013544089228605,0.36013544089228605,1,55.57047926768022,3.55886256365125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
main_manuscript/eye_tracking/timecourse_questions/01_question_type_model_anova.csv,question_type_model,session,0.109649038615244,0.110,NA,NA,FALSE,0.611811113769742,0.20393703792324733,3,2889.5160939147686,2.015308151313125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
main_manuscript/eye_tracking/timecourse_questions/01_question_type_model_anova.csv,question_type_model,Group,0.1955926345960142,0.196,NA,NA,FALSE,0.17285129211847458,0.17285129211847458,1,68.61959033942173,1.7081184541989405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
main_manuscript/eye_tracking/timecourse_questions/01_question_type_model_anova.csv,question_type_model,medication,0.21319005098794488,0.213,NA,NA,FALSE,0.4546283025035616,0.1515427675011872,3,2892.4213284556313,1.4975473691671104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
main_manuscript/eye_tracking/timecourse_questions/01_question_type_model_anova.csv,question_type_model,Sex,0.38763946524112974,0.388,NA,NA,FALSE,0.19438985094485203,0.09719492547242602,2,70.78438565810977,0.9604813699636616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
main_manuscript/eye_tracking/timecourse_questions/01_question_type_model_anova.csv,question_type_model,Group:q_type:medication,0.6724527179389348,0.672,NA,NA,FALSE,0.15612549212058882,0.05204183070686294,3,2945.4014890768863,0.5142779688320803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
main_manuscript/eye_tracking/timecourse_questions/01_question_type_model_anova.csv,question_type_model,q_type:medication,0.7726511994080911,0.773,NA,NA,FALSE,0.11317048595092152,0.03772349531697384,3,2945.400233015123,0.37278401403933326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
main_manuscript/eye_tracking/timecourse_questions/02_label_timecourse_model_anova.csv,label_timecourse_model,label,9.4101407522065e-6,<0.001 ***,***,significant,TRUE,4.780123397659711,0.39834361647164257,12,2871.0007303793514,3.79237907389398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
main_manuscript/eye_tracking/timecourse_questions/02_label_timecourse_model_anova.csv,label_timecourse_model,Group:medication,5.317003316896693e-5,<0.001 ***,***,significant,TRUE,2.3643976907949176,0.7881325635983059,3,2888.1344480942907,7.503314520561436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
main_manuscript/eye_tracking/timecourse_questions/02_label_timecourse_model_anova.csv,label_timecourse_model,Group,0.08775980643904017,0.088 .,.,trend,FALSE,0.31481798974922287,0.31481798974922287,1,70.88744901916252,2.997184106991494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
main_manuscript/eye_tracking/timecourse_questions/02_label_timecourse_model_anova.csv,label_timecourse_model,medication,0.2617421788837209,0.262,NA,NA,FALSE,0.4200992994292894,0.14003309980976314,3,2888.134448567167,1.3331670834214508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
main_manuscript/eye_tracking/timecourse_questions/02_label_timecourse_model_anova.csv,label_timecourse_model,Group:label,0.5454287160356287,0.545,NA,NA,FALSE,1.135424584579117,0.09461871538159312,12,2871.0007303202565,0.9008052881335143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
main_manuscript/eye_tracking/timecourse_questions/02_label_timecourse_model_anova.csv,label_timecourse_model,label:medication,0.9936570334128524,0.994,NA,NA,FALSE,1.91999396100113,0.05333316558336472,36,2870.9868310899437,0.5077515309380476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
main_manuscript/eye_tracking/timecourse_questions/02_label_timecourse_model_anova.csv,label_timecourse_model,Group:label:medication,0.9999995588317222,1.000,NA,NA,FALSE,0.8712003564713126,0.0242000099019809,36,2870.986831072073,0.23039307609146245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
