contrast,Sex,estimate,SE,df,lower.CL,upper.CL,t.ratio,p.value
ASD - CTRL,f,-0.08254515552974087,0.04589536341729518,62.85170780093765,-0.17426395602455508,0.0091736449650733215,-1.7985510819298711,0.07689173618137181
ASD - CTRL,m,0.048346667832678686,0.04621010538039307,62.85270376613664,-0.04400109462357944,0.1406944302889368,1.0462358273087202,0.2994591091332753
