n_observations,n_participants,T2T3_min,T2T3_q025,T2T3_q05,T2T3_q95,T2T3_q975,T2T3_max,AUCi_min,AUCi_q025,AUCi_q05,AUCi_q95,AUCi_q975,AUCi_max
225,69,-6.34,-4.306,-3.1319999999999997,6.028,8.964000000000002,14.39,-21.979999999999997,-12.099999999999998,-10.266,3.8069999999999924,5.2590000000000074,15.169999999999998
