model,term,p_value,p_display,sig,significant_0_05,highlight,Sum Sq,Mean Sq,NumDF,DenDF,F value
full_interaction_binary_subset,Group,0.6008039138812995,0.601,,FALSE,,0.028907920170314422,0.028907920170314422,1,65.55191775371075,0.2764619283772067
full_interaction_binary_subset,fix,3.297814557210954e-66,<0.001 ***,***,TRUE,significant,38.53607317492776,12.84535772497592,3,859.005464165395,122.84703798887188
full_interaction_binary_subset,medication,0.19602649856347681,0.196,,FALSE,,0.49133924425154213,0.16377974808384738,3,884.4596207226143,1.5663134780235932
full_interaction_binary_subset,Sex,0.1433921045633931,0.143,,FALSE,,0.22935246507355309,0.22935246507355309,1,65.55206010212623,2.193420502019145
full_interaction_binary_subset,session,0.8360074764924805,0.836,,FALSE,,0.08950955242428067,0.029836517474760224,3,883.3943481227366,0.2853426019075214
full_interaction_binary_subset,Group:fix,0.0243178517308588,0.024 *,*,TRUE,significant,0.9886861507039688,0.3295620502346563,3,859.0054640791786,3.15177845348353
full_interaction_binary_subset,Group:medication,0.8557164038759587,0.856,,FALSE,,0.080904034539248465,0.02696801151308282,3,885.0933070937568,0.257909542557191
full_interaction_binary_subset,fix:medication,0.8232477286515069,0.823,,FALSE,,0.5353431821179069,0.05948257579087854,9,859.0054641043296,0.5688637408400166
full_interaction_binary_subset,Group:Sex,0.048560740900976104,0.049 *,*,TRUE,significant,0.4223940806642848,0.4223940806642848,1,65.6013162737391,4.039580896431382
full_interaction_binary_subset,fix:Sex,9.638025881632656e-8,<0.001 ***,***,TRUE,significant,3.785532066538476,1.261844022179492,3,859.0054640951607,12.067690433199324
full_interaction_binary_subset,medication:Sex,0.9063629716658295,0.906,,FALSE,,0.05815264132884754,0.01938421377628251,3,883.7796003464995,0.1853816216833973
full_interaction_binary_subset,Group:fix:medication,0.8553527648458654,0.855,,FALSE,,0.49626048205955536,0.05514005356217282,9,859.005464091138,0.5273338742049998
full_interaction_binary_subset,Group:fix:Sex,0.018325213905773748,0.018 *,*,TRUE,significant,1.054149755006479,0.3513832516688263,3,859.0054640920079,3.3604662937866565
full_interaction_binary_subset,Group:medication:Sex,0.39313444266028164,0.393,,FALSE,,0.31302166578429624,0.10434055526143209,3,884.3562117938156,0.9978646317539718
full_interaction_binary_subset,fix:medication:Sex,0.41480532994397107,0.415,,FALSE,,0.968152664804904,0.107572518311656,9,859.0054640930225,1.028773625968863
full_interaction_binary_subset,Group:fix:medication:Sex,0.9662249541670946,0.966,,FALSE,,0.30779198956959997,0.03419910995217777,9,859.00546409179606,0.3270644110838622
