contrast,progress_window,medication,Sex,odds.ratio,SE,df,null,z.ratio,p.value
ASD / CTRL,25,NAL,m,0.5176117491521194,0.23639807749578817,Inf,1,-1.44190166132908,0.14933011748137492
ASD / CTRL,26,NAL,m,0.5453607400266515,0.24852632913517156,Inf,1,-1.3304685620378525,0.1833639378470441
ASD / CTRL,27,NAL,m,0.3806421827623755,0.17123747039006051,Inf,1,-2.1470801328584392,0.031786902661520094
ASD / CTRL,28,NAL,m,0.4620354527114257,0.20859315980047247,Inf,1,-1.7102376785631168,0.0872219308708541
ASD / CTRL,29,NAL,m,0.40033483907103323,0.18074868627628196,Inf,1,-2.0276115476074783,0.04259990951307554
ASD / CTRL,30,NAL,m,0.34549380169979693,0.1566405577656072,Inf,1,-2.344118961401087,0.01907208716699082
ASD / CTRL,31,NAL,m,0.33375893553932084,0.15779641565525926,Inf,1,-2.3210019867634384,0.020286736623443574
ASD / CTRL,32,NAL,m,0.5176335246912958,0.24114032702164487,Inf,1,-1.413514482339701,0.15750450619613282
ASD / CTRL,33,NAL,m,0.5216262904757131,0.24305356714403215,Inf,1,-1.3967143560190076,0.1624994853842504
ASD / CTRL,34,NAL,m,0.6833379779530616,0.3190861308071431,Inf,1,-0.8154276773283441,0.4148275469717721
ASD / CTRL,35,NAL,m,0.6483758299147155,0.30296418683203363,Inf,1,-0.9272758370862757,0.3537833365086169
ASD / CTRL,36,NAL,m,0.6326320446226075,0.29590567112030747,Inf,1,-0.9788960829047705,0.32763132783751947
ASD / CTRL,37,NAL,m,0.8660480955385549,0.4044364876494976,Inf,1,-0.3079607484383686,0.7581121999279781
ASD / CTRL,01,OXT,m,0.7797602402385805,0.3456014239159712,Inf,1,-0.5612824447511974,0.5746050072067399
ASD / CTRL,02,OXT,m,0.7098607067679384,0.3133079209385259,Inf,1,-0.7764236908176344,0.437498861010604
ASD / CTRL,03,OXT,m,0.6755273099742706,0.30022456882841553,Inf,1,-0.8826175932141256,0.3774429197233066
ASD / CTRL,04,OXT,m,0.6422503452266247,0.28565461883261306,Inf,1,-0.9955160186303679,0.31948535737298095
ASD / CTRL,05,OXT,m,0.7028724020926174,0.31244467676103677,Inf,1,-0.7931602156921226,0.427684483447515
ASD / CTRL,06,OXT,m,0.8453107379426036,0.37612103764595306,Inf,1,-0.37768506783595757,0.705664561756446
ASD / CTRL,07,OXT,m,0.8671336660193363,0.3837152243069627,Inf,1,-0.32216713378929945,0.7473260816197622
ASD / CTRL,08,OXT,m,0.930545384010133,0.4126173013906735,Inf,1,-0.16234117937190237,0.8710371883059941
ASD / CTRL,09,OXT,m,0.8362332929857569,0.37233576401807633,Inf,1,-0.4016760424437099,0.6879224582985191
ASD / CTRL,10,OXT,m,0.7754564486900448,0.34419874489574864,Inf,1,-0.5729284564225574,0.5666931361804641
ASD / CTRL,11,OXT,m,0.7618474806731679,0.33837186046917433,Inf,1,-0.6124306401905348,0.5402528747935629
ASD / CTRL,12,OXT,m,0.662842212980242,0.2938633849371253,Inf,1,-0.9275495564639485,0.35364127432076664
