model,term,p_value,p_display,sig,significant_0_05,highlight,Estimate,Std. Error,t value
group_mediator_model,(Intercept),1.106370341718554e-62,<0.001 ***,***,TRUE,significant,25.559055118110265,1.1054154420499684,23.12167366751415
group_mediator_model,GroupASD,2.6637384119924294e-39,<0.001 ***,***,TRUE,significant,25.708802024746895,1.6147878249221523,15.920854509778271
