model,term,p_value,p_display,sig,significant_0_05,highlight,Estimate,Std. Error,z value
previous_medication_by_aoi,GroupCTRL:fix.L:medicationNAL/PLA,0.19158793277099462,0.192,,FALSE,,0.4913832462582003,0.37628054039487674,1.305895983200546
previous_medication_by_aoi,GroupCTRL:fix.Q:medicationNAL/PLA,0.7501559959213515,0.750,,FALSE,,-0.1245044484682645,0.39099020406600604,-0.3184336772980787
previous_medication_by_aoi,GroupCTRL:fix.C:medicationNAL/PLA,0.4179840033068444,0.418,,FALSE,,0.3283113337760657,0.4053607953914517,0.809923745731305
previous_medication_by_aoi,GroupCTRL:fix.L:medicationPLA/OXT,0.47885676534167565,0.479,,FALSE,,0.26070013437632,0.3681464281390458,0.7081425064861848
previous_medication_by_aoi,GroupCTRL:fix.Q:medicationPLA/OXT,0.8129859730182606,0.813,,FALSE,,-0.09094455433625656,0.38442052164270457,-0.23657570086953886
previous_medication_by_aoi,GroupCTRL:fix.C:medicationPLA/OXT,0.9013458403167589,0.901,,FALSE,,-0.0495877742898033,0.4000259407920795,-0.12396139658247168
previous_medication_by_aoi,GroupCTRL:fix.L:medicationPLA/PLA,0.48043997551168643,0.480,,FALSE,,-0.26829551409408314,0.3802400498977102,-0.7055950949045434
previous_medication_by_aoi,GroupCTRL:fix.Q:medicationPLA/PLA,0.9988302016442842,0.999,,FALSE,,5.85476410640783e-4,0.3993358505988611,0.001466125342272119
previous_medication_by_aoi,GroupCTRL:fix.C:medicationPLA/PLA,0.8323618257993322,0.832,,FALSE,,0.0883512593742347,0.41739420696580615,0.211673420233819
previous_medication_by_aoi,GroupCTRL:fix.L:Sexm,0.009121944127046328,0.009,**,TRUE,significant,0.6768173578712752,0.2595706173435972,2.607449813841459
previous_medication_by_aoi,GroupCTRL:fix.Q:Sexm,0.9053814104401376,0.905,,FALSE,,-0.03225735331098148,0.2713754664152195,-0.1188661367849146
previous_medication_by_aoi,GroupCTRL:fix.C:Sexm,0.00143303438555763,0.001,**,TRUE,significant,0.9020990658339367,0.2829747697402526,3.1879134194966885
