model,term,p_value,p_display,sig,significant_0_05,highlight,Estimate,Std. Error,z value
previous_components_by_aoi,(Intercept),1.7472417571616073e-21,<0.001,***,TRUE,significant,-1.2199974229173773,0.12816341717535337,-9.51907689265319
previous_components_by_aoi,GroupCTRL,0.5912869430535329,0.591,,FALSE,,0.08639752022503804,0.1608976210852849,0.5369720176238182
previous_components_by_aoi,fix.L,4.101831777438798e-7,<0.001,***,TRUE,significant,1.1633252897916988,0.22971686488755932,5.064170148591909
previous_components_by_aoi,fix.Q,5.34363477833931e-7,<0.001,***,TRUE,significant,1.1851429239275875,0.23638822353471844,5.013544694427322
previous_components_by_aoi,fix.C,0.1232733357919062,0.123,,FALSE,,0.3736293540252653,0.24243093269772092,1.5411785528669781
previous_components_by_aoi,medicationNAL/PLA,0.3251314105619148,0.325,,FALSE,,0.14233342107640984,0.14465253868515096,0.9839676674200037
previous_components_by_aoi,medicationPLA/OXT,0.8579869990922271,0.858,,FALSE,,0.02531087977823586,0.1414511756823086,0.17893721742605145
previous_components_by_aoi,medicationPLA/PLA,0.9955115072225291,0.996,,FALSE,,-8.251946731407758e-4,0.1466876854406881,-0.005625521124433012
previous_components_by_aoi,Sexm,0.4540451385485337,0.454,,FALSE,,0.07437799869495877,0.0993444207833537,0.7486882313920709
previous_components_by_aoi,sessionsession_3,0.8598917887206908,0.860,,FALSE,,-0.015118722045742942,0.08565269961531315,-0.17651191513688133
previous_components_by_aoi,sessionsession_4,0.9673421927048805,0.967,,FALSE,,0.003389841714884561,0.08279634058271075,0.04094192679322854
previous_components_by_aoi,previous_nalprevious_NAL,0.8317612453552575,0.832,,FALSE,,-0.015744245482050136,0.07411035801216992,-0.21244325225719082
previous_components_by_aoi,previous_oxtprevious_OXT,0.8980507021768455,0.898,,FALSE,,-0.00936166346055812,0.07306711021003921,-0.1281241783566781
previous_components_by_aoi,GroupCTRL:fix.L,0.08151027950236145,0.082,.,FALSE,trend,-0.5289172129579786,0.3036282419275325,-1.7419895119117943
previous_components_by_aoi,GroupCTRL:fix.Q,0.6808855472581815,0.681,,FALSE,,-0.13013729204499713,0.316439399915773,-0.41125502096020883
previous_components_by_aoi,GroupCTRL:fix.C,0.04577812106599824,0.046,*,TRUE,significant,-0.6570601934655556,0.32895223887250324,-1.997433413791787
previous_components_by_aoi,GroupCTRL:medicationNAL/PLA,0.6539308448985517,0.654,,FALSE,,-0.0885004767831701,0.19740993714041566,-0.44830811490619454
previous_components_by_aoi,GroupCTRL:medicationPLA/OXT,0.7415246675545258,0.742,,FALSE,,-0.0641414727884113,0.19446535373024124,-0.32983496318520145
previous_components_by_aoi,GroupCTRL:medicationPLA/PLA,0.9035105334670348,0.904,,FALSE,,-0.024576700098591673,0.20273140085683491,-0.12122789067070708
previous_components_by_aoi,fix.L:medicationNAL/PLA,0.07114782580489876,0.071,.,FALSE,trend,-0.5022795125742198,0.27834324723976517,-1.8045327758268037
previous_components_by_aoi,fix.Q:medicationNAL/PLA,0.6388649441106098,0.639,,FALSE,,-0.13544986321987482,0.28862943160985616,-0.4692863872696254
previous_components_by_aoi,fix.C:medicationNAL/PLA,0.6276667049697734,0.628,,FALSE,,-0.14487980663225464,0.29871288024607895,-0.4850135906858218
previous_components_by_aoi,fix.L:medicationPLA/OXT,0.1418665659132425,0.142,,FALSE,,-0.3958374668644037,0.2694833372532178,-1.4688754818724032
previous_components_by_aoi,fix.Q:medicationPLA/OXT,0.9846724712902446,0.985,,FALSE,,0.005417494384304672,0.2819938773098751,0.01921139010529488
previous_components_by_aoi,fix.C:medicationPLA/OXT,0.5443944389267088,0.544,,FALSE,,-0.17815424117120257,0.2938960211160486,-0.6061811946098313
previous_components_by_aoi,fix.L:medicationPLA/PLA,0.6145255479514492,0.615,,FALSE,,0.139723304813232,0.2774356956287876,0.5036241082696997
previous_components_by_aoi,fix.Q:medicationPLA/PLA,0.8695265086424513,0.870,,FALSE,,0.047759740718945703,0.29075706349093283,0.16425995002675173
previous_components_by_aoi,fix.C:medicationPLA/PLA,0.8428903387629874,0.843,,FALSE,,-0.060145104862771324,0.3034600612470592,-0.1981977615624507
previous_components_by_aoi,GroupCTRL:Sexm,0.6542539088404283,0.654,,FALSE,,-0.06071362043543252,0.1355636998331,-0.4478604560821255
previous_components_by_aoi,fix.L:Sexm,2.0091053318779034e-6,<0.001,***,TRUE,significant,-0.9067642140083507,0.1907970577364812,-4.752506274288178
previous_components_by_aoi,fix.Q:Sexm,0.020295786790429725,0.020,*,TRUE,significant,-0.4612753704216547,0.19875411355403483,-2.3208343322979768
previous_components_by_aoi,fix.C:Sexm,7.222879965749426e-5,<0.001,***,TRUE,significant,-0.8207575740545973,0.2068013048144345,-3.9688220284251767
previous_components_by_aoi,fix.L:previous_nalprevious_NAL,0.23566083997108578,0.236,,FALSE,,0.1654872499477189,0.13954541964989728,1.1859024134429246
previous_components_by_aoi,fix.Q:previous_nalprevious_NAL,0.8586689449276885,0.859,,FALSE,,-0.02612936933576525,0.146737493791826,-0.17806879932701145
previous_components_by_aoi,fix.C:previous_nalprevious_NAL,0.5121231564140791,0.512,,FALSE,,0.10064337773708212,0.15352853663834667,0.6555353157189184
previous_components_by_aoi,fix.L:previous_oxtprevious_OXT,0.04369359501592003,0.044,*,TRUE,significant,-0.2805266060041115,0.1390798460016523,-2.017018382381433
previous_components_by_aoi,fix.Q:previous_oxtprevious_OXT,0.1510471932672684,0.151,,FALSE,,0.20890832975350965,0.14549530682432063,1.435842394598731
previous_components_by_aoi,fix.C:previous_oxtprevious_OXT,0.4532052968734163,0.453,,FALSE,,-0.11367900554075873,0.1515554296569257,-0.7500820379586043
previous_components_by_aoi,GroupCTRL:fix.L:medicationNAL/PLA,0.18935317310453198,0.189,,FALSE,,0.49506984793505165,0.37719751251797035,1.3124949966669404
previous_components_by_aoi,GroupCTRL:fix.Q:medicationNAL/PLA,0.7655210116028454,0.766,,FALSE,,-0.11686581890148916,0.39185334336018257,-0.29823866730178383
previous_components_by_aoi,GroupCTRL:fix.C:medicationNAL/PLA,0.4146136095664881,0.415,,FALSE,,0.3313280496635744,0.40613801649109726,0.815801614746984
previous_components_by_aoi,GroupCTRL:fix.L:medicationPLA/OXT,0.4828056343910419,0.483,,FALSE,,0.257128287690689,0.36638544773010834,0.7017972173395332
