model,term,p_value,p_display,sig,significant_0_05,highlight,Estimate,Std. Error,z value
previous_medication_main,(Intercept),1.0142041534584472e-16,<0.001,***,TRUE,significant,-1.2457632040004516,0.15003572395506007,-8.303110560346234
previous_medication_main,GroupCTRL,0.6143605703009938,0.614,,FALSE,,0.0809187110333758,0.16059797558209918,0.5038588484075218
previous_medication_main,fix.L,9.82336323880996e-7,<0.001,***,TRUE,significant,1.052656364544455,0.21504092731353816,4.895144276464362
previous_medication_main,fix.Q,8.169643051518228e-9,<0.001,***,TRUE,significant,1.2933296844837416,0.2243447633811662,5.7649203172456
previous_medication_main,fix.C,0.15169575997814358,0.152,,FALSE,,0.333330001808273,0.23251784897023478,1.4335673725028457
previous_medication_main,medicationNAL/PLA,0.3216335037256807,0.322,,FALSE,,0.14631801410366366,0.14763094704880644,0.9911066549975546
previous_medication_main,medicationPLA/OXT,0.8225148649645324,0.823,,FALSE,,0.03267562682374345,0.14567070761624085,0.22431158163812226
previous_medication_main,medicationPLA/PLA,0.9079312781009392,0.908,,FALSE,,-0.017019739130242326,0.14716808148524912,-0.11564830470354566
previous_medication_main,Sexm,0.5098866543446592,0.510,,FALSE,,0.06580219162747655,0.09984943007046317,0.6590141934815285
previous_medication_main,sessionsession_3,0.8309384496135501,0.831,,FALSE,,-0.018360830741069114,0.08599996154339014,-0.2134981273428291
previous_medication_main,sessionsession_4,0.9830425814879642,0.983,,FALSE,,-0.0017650089279252984,0.0830413748765956,-0.021254572561547856
previous_medication_main,previous_medicationNAL/PLA,0.7487372989640704,0.749,,FALSE,,0.034066472881518595,0.10635642945935528,0.32030478133470336
previous_medication_main,previous_medicationPLA/OXT,0.6987377790629586,0.699,,FALSE,,0.04026709046472746,0.10404263694122595,0.3870248933374736
previous_medication_main,previous_medicationPLA/PLA,0.8200386980503341,0.820,,FALSE,,0.023071074449433925,0.10141345414199764,0.22749520410901442
previous_medication_main,GroupCTRL:fix.L,0.1332538012439725,0.133,,FALSE,,-0.4496422806417217,0.29948329051607103,-1.5013935497599749
previous_medication_main,GroupCTRL:fix.Q,0.5456152001646115,0.546,,FALSE,,-0.18937892202579146,0.3133629783916442,-0.6043436368833073
previous_medication_main,GroupCTRL:fix.C,0.06169369230385697,0.062,.,FALSE,trend,-0.6108383405613939,0.3269153602024771,-1.8684907927944019
previous_medication_main,GroupCTRL:medicationNAL/PLA,0.6837433758778424,0.684,,FALSE,,-0.08045570034133183,0.19750500739037236,-0.407360306477241
previous_medication_main,GroupCTRL:medicationPLA/OXT,0.6942720838478734,0.694,,FALSE,,-0.07702177467108677,0.19595216190673695,-0.39306417403930016
