contrast,medication,Group,estimate,SE,df,lower.CL,upper.CL,t.ratio,p.value
f - m,NAL/OXT,ASD,0.04979663391360987,0.038740910801073836,162.62411571827587,-0.026703444813817333,0.12629671264103706,1.2853759213175129,0.20048843550642223
f - m,NAL/PLA,ASD,-0.0012145633330084282,0.030918908988337563,160.03158803700111,-0.06227627308365412,0.05984714641763726,-0.0392822183171649,0.968714345786254
f - m,PLA/OXT,ASD,-0.025825889871513193,0.05133269501200991,161.87387163544687,-0.12719396743056469,0.07554218768753831,-0.5031080068067907,0.6155722085302071
f - m,PLA/PLA,ASD,-0.087912666088133,0.07284170835885968,157.72524714529763,-0.23178368094304994,0.05595834876678393,-1.2069001135314565,0.22927756207719488
f - m,NAL/OXT,CTRL,-0.048029128637066994,0.04041378973750641,164.47804150316242,-0.12782582993760538,0.03176757266347139,-1.1884341693521778,0.23637552005821136
f - m,NAL/PLA,CTRL,-0.02307026073357704,0.025715797070583805,157.46988106587617,-0.0738626472694644,0.027722125802310323,-0.8971240778675695,0.3710222273304764
f - m,PLA/OXT,CTRL,-0.13900940456106703,0.10313593926465221,155.47021655384927,-0.34273796378748156,0.06471915466534747,-1.3478270092092886,0.1796747133484042
f - m,PLA/PLA,CTRL,-0.15207401902033704,0.09121538218423107,155.8215417603523,-0.33225223702630413,0.028104198985630047,-1.6671970821016517,0.0974838473457209
