contrast,progress_window,medication,Sex,odds.ratio,SE,df,null,z.ratio,p.value
ASD / CTRL,18,OXT,f,1.1533652744735732,0.5497005386605217,Inf,1,0.2993753017807274,0.7646537048229625
ASD / CTRL,19,OXT,f,1.1970329045870078,0.5696979483235716,Inf,1,0.37788705249001436,0.7055145011558066
ASD / CTRL,20,OXT,f,0.6802452592046132,0.31820025380075995,Inf,1,-0.8236944115097727,0.4101132156282588
ASD / CTRL,21,OXT,f,0.6041267504595103,0.2824247446886035,Inf,1,-1.078030590818072,0.281020104624942
ASD / CTRL,22,OXT,f,0.5049942953567339,0.23476546820297683,Inf,1,-1.4696208047955361,0.1416644823686146
ASD / CTRL,23,OXT,f,0.533193583063187,0.24927492505850554,Inf,1,-1.3451406528045553,0.17857981713507887
ASD / CTRL,24,OXT,f,0.5406166989792615,0.2519678239114338,Inf,1,-1.3196266908179315,0.1869596869589922
ASD / CTRL,25,OXT,f,0.5829072164448835,0.27141336046476566,Inf,1,-1.1591577901367678,0.24639187327907786
ASD / CTRL,26,OXT,f,0.5751572127957804,0.26619711347051156,Inf,1,-1.195077860774982,0.23205661097889646
ASD / CTRL,27,OXT,f,0.6478772577898773,0.2982761033142076,Inf,1,-0.9427967024727073,0.3457848987273243
ASD / CTRL,28,OXT,f,0.5884791664158688,0.2693944141730993,Inf,1,-1.158226494694162,0.2467716188526403
ASD / CTRL,29,OXT,f,0.5772005212287802,0.2634905643812836,Inf,1,-1.2038743099118798,0.22863816260902353
ASD / CTRL,30,OXT,f,0.6448889706578281,0.2949996755997128,Inf,1,-0.9589774392226497,0.3375701107946253
ASD / CTRL,31,OXT,f,0.5274311811913894,0.24132883224571403,Inf,1,-1.398163565533728,0.162063955057416
ASD / CTRL,32,OXT,f,0.553585486529543,0.25403476429335664,Inf,1,-1.2886296866139118,0.19752685768242573
ASD / CTRL,33,OXT,f,0.47360404041730725,0.21924433561010018,Inf,1,-1.614472374413297,0.10642500430588639
ASD / CTRL,34,OXT,f,0.4778938462226198,0.2209029740785868,Inf,1,-1.597356847963465,0.11018618559760013
ASD / CTRL,35,OXT,f,0.4229301083793531,0.1952988408638598,Inf,1,-1.863563562077824,0.062383018665397215
ASD / CTRL,36,OXT,f,0.44249261445050553,0.20419091593054592,Inf,1,-1.766866893794738,0.07725052255811446
ASD / CTRL,37,OXT,f,0.5822842865958593,0.26838030164825755,Inf,1,-1.173324919375443,0.24066553290228174
ASD / CTRL,01,PLA,f,0.40186042209617967,0.18287649170149697,Inf,1,-2.003298701752168,0.045145236765961154
