contrast,progress_window,medication,Sex,odds.ratio,SE,df,null,z.ratio,p.value
ASD / CTRL,05,OXT,m,1.5294267213217023,0.6969381900644208,Inf,1,0.9324251077701373,0.3511168741431794
ASD / CTRL,06,OXT,m,1.5069551455211643,0.6813426858068361,Inf,1,0.9070163798717843,0.36439813536562915
ASD / CTRL,07,OXT,m,1.2911418716471752,0.5810699608633451,Inf,1,0.5677829341160385,0.5701823692978025
ASD / CTRL,08,OXT,m,1.365186237771287,0.6154765655252686,Inf,1,0.6904730709116249,0.4898967389674789
ASD / CTRL,09,OXT,m,1.332205433216804,0.6019999540033509,Inf,1,0.634757850886405,0.5255863568169106
ASD / CTRL,10,OXT,m,1.2690481658608743,0.5739266289035102,Inf,1,0.526848671175651,0.5982986807885651
ASD / CTRL,11,OXT,m,1.3481742253988929,0.6095814709453518,Inf,1,0.6607299536332508,0.5087855108054117
ASD / CTRL,12,OXT,m,1.1711321138986115,0.5306850461560241,Inf,1,0.34861504959084344,0.7273783278114231
ASD / CTRL,13,OXT,m,1.1575523887783226,0.5240205538275202,Inf,1,0.3231913387141601,0.7465503399453554
ASD / CTRL,14,OXT,m,1.16359796706466,0.5304789501279237,Inf,1,0.33235014770886173,0.7396248773856622
ASD / CTRL,15,OXT,m,1.0768277247334077,0.49086844830984283,Inf,1,0.1623778658927925,0.8710082999747788
ASD / CTRL,16,OXT,m,0.6055430624821241,0.275764040685035,Inf,1,-1.1015153507379183,0.2706724272015063
ASD / CTRL,17,OXT,m,0.7452632970274355,0.33937600454199573,Inf,1,-0.6456573260706365,0.5185013028661869
ASD / CTRL,18,OXT,m,0.6632447631135574,0.30070373140580703,Inf,1,-0.9056612457903845,0.3651151808626961
ASD / CTRL,19,OXT,m,0.7547495458018695,0.34217644372936373,Inf,1,-0.6206253073913649,0.5348461844295782
ASD / CTRL,20,OXT,m,0.9323931579376694,0.42204939340853675,Inf,1,-0.15464584013867344,0.8771005294788762
ASD / CTRL,21,OXT,m,0.9738046225372963,0.44032943005107517,Inf,1,-0.05870432695003889,0.9531876128763394
ASD / CTRL,22,OXT,m,1.0038388959098417,0.45254312795395085,Inf,1,0.008499201119560798,0.9932187002904442
ASD / CTRL,23,OXT,m,0.9410950136279148,0.4246265878655945,Inf,1,-0.13455347442317733,0.892964929007903
ASD / CTRL,24,OXT,m,0.9490810353643595,0.4267970139041345,Inf,1,-0.1162145266939487,0.9074825241257584
ASD / CTRL,25,OXT,m,0.7739728127626035,0.3475208914788142,Inf,1,-0.5706309533528046,0.5682498318204272
ASD / CTRL,26,OXT,m,0.7945180551723532,0.35606937298713215,Inf,1,-0.5132558813900331,0.6077723409694705
ASD / CTRL,27,OXT,m,0.8321459087600298,0.3727813049632478,Inf,1,-0.4101727037112342,0.6816792629218722
ASD / CTRL,28,OXT,m,0.918546307656154,0.4109658598364554,Inf,1,-0.18989998900882374,0.8493875010819316
ASD / CTRL,29,OXT,m,1.0040200385950981,0.44988269421596117,Inf,1,0.008953685473949967,0.9928560880509426
ASD / CTRL,30,OXT,m,1.1395655068680945,0.5090919192701585,Inf,1,0.2924440013806872,0.7699471696245371
ASD / CTRL,31,OXT,m,1.043004871402204,0.465336898804133,Inf,1,0.09437593108485387,0.9248105346665685
ASD / CTRL,32,OXT,m,1.299364008613273,0.5844320448626625,Inf,1,0.582224827670312,0.5604152520955292
ASD / CTRL,33,OXT,m,1.2874680739608362,0.5808176837976902,Inf,1,0.5600970766719688,0.5754132243176528
ASD / CTRL,34,OXT,m,1.2377864450671068,0.559214341826348,Inf,1,0.47218097266075204,0.6367976198112211
ASD / CTRL,35,OXT,m,1.145488192832923,0.5184696687792201,Inf,1,0.3000999271666923,0.7641009347570876
ASD / CTRL,36,OXT,m,0.935438674989346,0.42343949320367197,Inf,1,-0.14743756046115977,0.8827866604942057
ASD / CTRL,37,OXT,m,0.789510069187548,0.3566443293481798,Inf,1,-0.5231961350688589,0.600837770747406
ASD / CTRL,01,PLA,m,1.132561031850406,0.5226485082461219,Inf,1,0.2697469864079737,0.7873549100139225
ASD / CTRL,02,PLA,m,1.0438246721695168,0.4814213601819403,Inf,1,0.0929980430145607,0.9259051159343283
ASD / CTRL,03,PLA,m,1.026620761940795,0.47278252494885986,Inf,1,0.057049467766028164,0.954505789697828
ASD / CTRL,04,PLA,m,1.0750340408630996,0.4943439386302726,Inf,1,0.15734230437499827,0.8749750813821555
ASD / CTRL,05,PLA,m,1.032163769898471,0.4727357095561251,Inf,1,0.06912015566098943,0.9448939774987394
ASD / CTRL,06,PLA,m,1.0543514708564627,0.48663823178299154,Inf,1,0.11466928191398759,0.9087072627631333
ASD / CTRL,07,PLA,m,1.1542495334426113,0.5328879399810718,Inf,1,0.310717356657557,0.7560155012403829
ASD / CTRL,08,PLA,m,1.1509260775820394,0.531229885452816,Inf,1,0.30454256984299816,0.760714565850807
ASD / CTRL,09,PLA,m,1.1142830549648048,0.5148614787165032,Inf,1,0.23419484530958373,0.8148337166070182
ASD / CTRL,10,PLA,m,0.9655662858474382,0.44512416844206537,Inf,1,-0.07601013834034666,0.9394110323053402
ASD / CTRL,11,PLA,m,0.7299046108671595,0.3372134381117321,Inf,1,-0.6814799787786336,0.49556783106382507
ASD / CTRL,12,PLA,m,0.4949813255514767,0.23035646493303674,Inf,1,-1.5110854952400952,0.1307666697368396
ASD / CTRL,13,PLA,m,0.43200502422745174,0.20212010127778393,Inf,1,-1.7939315131606213,0.07282410082600488
ASD / CTRL,14,PLA,m,0.4919273650533883,0.22713286307333902,Inf,1,-1.5364803460950032,0.12442061446429664
ASD / CTRL,15,PLA,m,0.5808645952665061,0.26902724110536125,Inf,1,-1.1729202203928286,0.2408278000287227
ASD / CTRL,16,PLA,m,0.6343598533556374,0.2950101463399244,Inf,1,-0.9786844463905175,0.3277359194857824
ASD / CTRL,17,PLA,m,0.6993366567132244,0.32844874738325047,Inf,1,-0.7614548501231643,0.44638543666027614
ASD / CTRL,18,PLA,m,0.5741320136108117,0.2714904202892296,Inf,1,-1.1734613386750905,0.24061085191001735
ASD / CTRL,19,PLA,m,0.8502744395173311,0.3984504108841036,Inf,1,-0.3461188747853525,0.7292533790722528
ASD / CTRL,20,PLA,m,0.6000815752251834,0.2832178466996116,Inf,1,-1.082048563590536,0.27923094951078364
ASD / CTRL,21,PLA,m,0.602912402221388,0.28432898117961863,Inf,1,-1.0729249036007242,0.28330481138655556
ASD / CTRL,22,PLA,m,0.6865620947560991,0.3230403781726419,Inf,1,-0.7992424544445287,0.4241498392456239
ASD / CTRL,23,PLA,m,0.6371341480409812,0.299420492785224,Inf,1,-0.9592001406220281,0.3374579296585089
ASD / CTRL,24,PLA,m,0.6568693241483508,0.3096016218240024,Inf,1,-0.8916703543281373,0.37256964805672294
ASD / CTRL,25,PLA,m,0.7061179368444961,0.3330408215606358,Inf,1,-0.73777736910181,0.46064974770827466
ASD / CTRL,26,PLA,m,0.7941784274795101,0.37285632896622156,Inf,1,-0.4908489402713237,0.6235332926962669
ASD / CTRL,27,PLA,m,0.9225647269350823,0.4301789480992919,Inf,1,-0.17285046859821526,0.8627689658351764
ASD / CTRL,28,PLA,m,0.6750084200011491,0.31773232515535793,Inf,1,-0.8349752774120279,0.4037316283423731
ASD / CTRL,29,PLA,m,0.7613304160072463,0.35594991964809114,Inf,1,-0.5832436717631815,0.5597292758241623
ASD / CTRL,30,PLA,m,0.6710729162108455,0.31353295748266646,Inf,1,-0.8537407863699261,0.39324862991664034
ASD / CTRL,31,PLA,m,0.6892908690996776,0.32450717282010744,Inf,1,-0.7903664242229466,0.42931380478609643
ASD / CTRL,32,PLA,m,0.7021454513105478,0.3291270365683464,Inf,1,-0.7543863800604275,0.4506172474750328
ASD / CTRL,33,PLA,m,0.8616603388904431,0.4040482518935774,Inf,1,-0.317526832680617,0.7508438825331345
ASD / CTRL,34,PLA,m,0.847775565690087,0.3967250669791,Inf,1,-0.3528919903452421,0.7241694158075911
ASD / CTRL,35,PLA,m,0.954099176091685,0.44283349116379567,Inf,1,-0.10123643219593104,0.9193627765583106
ASD / CTRL,36,PLA,m,0.6379793424179709,0.29721559406270115,Inf,1,-0.9647522617379118,0.3346689118789734
ASD / CTRL,37,PLA,m,0.3982167059414065,0.1871564990644133,Inf,1,-1.9591175926582252,0.050099016960206105
