permutation,interaction_chisq,interaction_p
116,0.22430774094445677,0.635777057583139
117,2.843092297589378,0.0917674554373299
118,0.1824629413625434,0.6692651160491596
119,0.08878247076590469,0.7657307355745117
120,1.3361738302407438,0.24770984967297513
121,1.6103254078400602,0.20444606582471467
122,0.12397464604995753,0.7247630170131749
123,0.52581806812988785,0.4683703564312731
124,1.4164548699644688,0.23398779652715423
125,0.2099485260673696,0.6468077517304427
126,0.056246145197024075,0.8125305737234194
127,0.007204761013409829,0.9323561054729037
128,2.4804115783642167,0.11527208465467018
129,0.679783641406653,0.4096612363704277
130,1.3266384309113186,0.24940412596017103
131,0.4584723384908804,0.49833879449859914
132,0.06725575440563855,0.795375122472623
133,2.3311091430842517,0.12681149262486233
134,0.0013563713122476475,0.9706213936008286
135,0.011194372375694227,0.9157382906647645
136,0.4911303253399544,0.48342352504287867
137,0.9058387758406518,0.341220930080284
138,4.8370874099885593e-4,0.9824532366707023
139,0.060118471723872566,0.8063087890427308
140,0.04117991490351281,0.8391910358092703
141,1.2066529874532772,0.2719960036450877
142,0.03488202977459271,0.8518430751701234
143,0.7650924669623903,0.3817395317283291
144,0.3169943944766676,0.573419527147119
145,0.2571279343091481,0.6121002039988336
146,0.6506276617677428,0.41988836346807257
147,1.1564938267155689,0.2821938785188442
148,0.3622509460625863,0.5472587676277134
149,0.20000987822493155,0.654712872718745
150,3.3703434183824026,0.06637991694435999
151,0.6217124775435434,0.43041162964526175
152,1.738271411705994,0.18735799942226658
153,0.09645808268518065,0.7561222024650375
154,0.007961646507687364,0.9289006664764495
155,0.2179220146646412,0.6406278207332436
156,1.0632432089214348,0.3024766480867866
157,0.0036396703315293563,0.951893063488078
158,2.659849617926258,0.10291046369075836
159,0.32545290207780064,0.5683489315425964
160,0.043526589277786416,0.8347368790107946
161,0.12334440338577679,0.7254351452445669
162,0.7188598967395172,0.3965181384847252
163,0.01935163938438364,0.8893630919074954
164,5.004493462087747,0.02528160062940149
165,10.11477030896526,0.0014708576331117522
166,0.0957607528642433,0.7569774586000092
167,0.0029429843156967973,0.956736559174713
168,0.2685995504365442,0.6042727563840244
169,2.3497685346105985,0.12530161119975528
170,0.21829060519676624,0.6403454894593084
171,0.5287250249764612,0.4671433791629024
172,1.3199724578594068,0.250596993697958
173,0.007937960146807168,0.929006227613258
174,1.1904992845517615,0.2752288678166046
175,0.335332406289117,0.5625359168246143
176,0.16086265306456007,0.6883635319737528
177,0.1727674300923827,0.6776639259802173
178,1.868525025135054,0.17164410584146705
179,1.2994403885007766,0.25431546837680746
180,0.47729458459662927,0.4896503209213417
181,1.7155810598617511,0.19026285472804827
182,0.03422499254650918,0.8532290513735835
183,0.03739010497329747,0.8466729585393423
184,0.8047935958599299,0.36966401656201303
185,0.9451351147230841,0.3309607111664326
186,0.28226812622093056,0.595218445548278
187,7.2735412818990195,0.006997769957711718
188,0.2281630391699891,0.6328892650765828
189,4.47022995131457,0.034490349558325785
190,0.009242475621588184,0.9234111342678797
191,0.4227079689863025,0.5155889039515494
192,1.0466485880554002,0.30628021167478103
193,2.681971171464266,0.10149003312469672
194,1.1382674895758988,0.28601871352806424
195,0.4085255845765258,0.522718810557113
196,0.28539363670291806,0.5931876317239227
197,2.9921706156151293,0.08366794787147858
198,0.23944367683246656,0.6246082096643037
199,1.1761113577133389,0.2781490699781223
200,1.4804123165858374,0.22371002269258813
201,0.03721504889143237,0.8470278683520183
202,0.023788005052453758,0.8774255458740893
203,0.07126584797611304,0.789502545625646
204,0.7141661299752877,0.3980642174316238
205,0.41741109399775495,0.5182316929380513
206,0.9730215597451646,0.3239277649949885
207,4.038975073342889,0.04446081629214781
208,0.687236104655633,0.4071060779624227
209,2.5593393343903696,0.10964439490879967
210,0.02375727859566891,0.8775041095299022
211,4.585548015665797,0.032242659319609596
212,4.774318146169443,0.028887283797166985
213,0.011533877972175359,0.9144749120621687
214,0.014544160112166204,0.9040085252794133
215,0.3149903745529396,0.5746339155110537
216,0.22091742849201507,0.6383417712910591
217,1.7060623759368847,0.1914970551422247
218,0.010699540980886378,0.9176148895332552
219,0.3085123022544008,0.5785945340715377
220,5.849265005607451,0.015583558474896095
221,0.04380984470331688,0.8342077961071225
222,0.34503142064698483,0.5569392886411322
223,0.5316662750863473,0.46590716412013294
224,4.265821526058514,0.038886441879204765
225,2.0983391316732067,0.14745923911285963
226,0.050574395494371226,0.8220667802399848
227,0.4250923075261157,0.5144069568598671
228,2.133835508943886,0.144079838424096
229,0.30877626705143424,0.5784320893081747
230,1.3839223277876678,0.23943416050621963
231,0.004615909983755878,0.9458330079982715
232,0.4195100434095624,0.5171816243538051
233,0.15795158518735095,0.6910494872113542
234,1.0072322421213942,0.31556682238834305
235,0.004223707259828179,0.948181918408932
236,0.9868901361646012,0.32050364204193826
237,0.4870963823191723,0.4852254087061709
238,0.09154727248566148,0.7622192581293293
239,2.665370877933711,0.10255391709318695
240,0.47251982459537994,0.49183020979164477
241,0.6225735203173263,0.4300925544178642
242,1.8874133803256699,0.16949395539497497
243,0.4696955105326375,0.4931272812854243
244,0.9897546657089926,0.3198023437261907
245,0.47453328736665057,0.49090900358388084
246,2.6032304846188983,0.10664613310493067
247,0.6112569421808203,0.4343149413620434
248,0.7117688263592341,0.3988572291005123
249,0.3983363988539712,0.5279496627005738
250,3.3627583730588317,0.06668628176817654
251,0.6111739916040576,0.43434612369153164
252,2.0026202195486493,0.1570275558236732
253,0.038530778480959524,0.8443811656979295
254,0.48844815771113187,0.4846203635446439
255,2.2956893074258757,0.12973360436747397
256,0.5681501592260919,0.4509949315417521
257,0.9408848374519542,0.3320503879577852
258,1.7545973599254543,0.1852998224824178
259,0.31370189338822885,0.5754173901916579
260,10.436855178828063,0.0012352541213976587
261,6.115359959108206,0.013401211948483425
262,1.4880946102190393,0.22251232729967543
263,0.021139156937336135,0.8844005029235491
264,0.21518091643341958,0.6427366094577488
265,1.9172735437132922,0.16615753502034358
266,0.4884807571988209,0.4846057876356667
267,0.05577653364918512,0.813300322730348
268,0.41750793829785776,0.518183161096973
269,0.17931426521130978,0.6719632136124558
270,0.21786874363431205,0.6406686490779561
271,0.13898598826823877,0.7092911651954575
272,1.3198943703867214,0.25061100877605924
273,1.363054337230729,0.24300883893745298
274,2.163450720461577,0.141326997747933
275,1.8882065975258182,0.16940433841043082
276,1.3378102573976063,0.24742050316221215
277,0.01973312294348305,0.8882849924748448
278,0.05293073801626729,0.8180398533164812
279,3.643046215471341,0.056303828607866105
280,0.1953137659046621,0.6585303300835385
281,0.19730352379321525,0.656906224338685
282,1.6697215325465962,0.1962958370295941
283,0.2140061988847955,0.6436453444563889
284,1.0127206914224998,0.3142519267065731
285,5.9466662779294275,0.01474514590181261
286,0.36241309921333054,0.5471691068084541
287,1.7703152182027935,0.1833430731161213
288,0.15145695809673218,0.6971469071664707
289,0.12337472156628705,0.7254027680211388
290,0.29679698410657024,0.5858974268433246
291,0.4991014204519956,0.47989521652759415
292,4.7646887654225925,0.02904931101529327
293,0.7511935654673548,0.3860986038053418
294,0.016681041490235422,0.8972349185616804
295,8.103464293550457,0.004418073709818451
296,0.5724944378677018,0.4492693923746781
297,1.7937192093521868,0.18047367028612768
298,4.393575661483213,0.03607458085026971
299,1.5612149131998558,0.21148742225846098
300,0.4572200733962706,0.49892604937337054
301,5.196333886740128,0.022634577723933152
302,0.5165819227921415,0.47230338961217
303,0.8507295800080387,0.356346025046647
304,4.927973773866567,0.02642528486437564
305,0.037359323188737116,0.8467353031782626
306,0.18060000307029203,0.6708581136811269
307,0.2747555451137972,0.6001594051079296
308,4.121869562450586,0.042332272237582416
309,0.8355716371245244,0.3606663639555828
310,3.1497112281754036e-4,0.9858403462712175
311,0.018188994938334885,0.8927173618102335
312,0.9707152996327766,0.32450185001965404
313,0.12845986818812444,0.7200342752466534
314,2.1067580376667467,0.1466497128830496
315,1.2427686421588544,0.2649381353891323
316,1.4742806667403237,0.22467151352746928
317,0.14562435523213496,0.7027524511366151
318,5.917029909679453,0.014995215699333262
319,6.668219843892615,0.009814717251541575
320,2.016431441133064,0.15560445806198925
321,0.042676930373851306,0.8363347921879285
322,2.802976619006235,0.09408948184154185
323,0.6412519400833312,0.4232578148389263
324,0.2796983016919263,0.5968990286646491
325,2.170628228327769,0.14066875772388984
326,1.1736775735349163,0.2786468847039877
327,0.2706423558177818,0.6029011997940589
328,0.2213627656015041,0.6380035154490931
329,9.378183431179787,0.002195830413489331
330,8.562270471521099e-4,0.9766561458832429
331,1.94890808359071,0.16270456372048123
332,4.029028527655107,0.04472368730275915
333,0.43308726513294077,0.5104779496290821
334,3.7887391610810925,0.051598502407124686
335,0.6077522942969791,0.4356353683625072
336,1.7267610948512437,0.1888250647460748
337,0.776871649796479,0.37809961129714514
338,0.7905929646792947,0.3739208862234701
339,2.846115971034208e-4,0.986539978388924
340,1.9749007836058445,0.15992863087349488
341,0.29222434284989107,0.5887986324955421
342,0.5540792535795561,0.4566556871294579
343,0.24374619466514363,0.6215134121500948
344,0.9403009818595515,0.3322004488467079
345,0.26742173420161797,0.6050665619249193
346,0.7687671171112435,0.38059872492420577
347,3.0872288271356823e-6,0.9985980767172766
348,0.022199920980333313,0.8815564901451065
349,0.13238681213672357,0.715970033945748
350,0.12156610439625286,0.7273420913786764
351,0.0871091227887242,0.7678849890984791
352,0.004546560223617724,0.9462408313186533
353,0.012499986320795518,0.9109793410173285
354,0.08300226645236583,0.7732693205656022
355,0.015015567216125566,0.9024729344385101
356,4.366151282149125,0.036659703360670065
357,0.7153544931994434,0.3976719602653098
358,0.010989220816338664,0.9165111137103429
359,3.747378395696622,0.052890404830291296
360,0.03496799945078518,0.8516627305164557
361,0.5777384482696445,0.4472001448013526
362,1.2571060196711121,0.2621995932512996
363,0.00583941018633725,0.9390881139598963
364,0.7758200742842971,0.3784225659825235
365,0.3024810576305785,0.5823311850342496
366,0.35361050347396433,0.5520763930469755
367,0.9295329879986112,0.3349843072607215
368,0.049846755236361555,0.8233301458364628
369,0.01931563457167543,0.8894654013324943
370,0.03659530882586201,0.8482913415909962
371,1.187877325179223,0.2757581434481989
372,2.293229605480603,0.12993929612205157
373,2.1840115930349033,0.13945056132067943
374,0.1304093706071744,0.7180079665424768
375,1.6324907208272919,0.20135889271651913
376,0.7236742820416938,0.3949413163996567
377,1.428346167104677,0.23203453459592374
378,0.14375582908164491,0.7045753949904064
379,2.097181592288143,0.14757093702265844
380,0.058783357754547745,0.8084293299625939
381,3.177374756288779e-6,0.9985777561911893
382,2.9797054719798863,0.08431461406784684
383,0.3899837482279461,0.5323079444864882
384,0.7078520045253578,0.4001578178830379
385,0.2043632362035261,0.6512217808222089
386,0.3775490368645581,0.5389178779310776
387,0.002426790097220881,0.9607101346884561
388,1.857854577146442,0.1728726171495099
389,0.008357063495011042,0.9271612733575164
390,0.08588745495853313,0.7694719983224396
391,0.6141817517086929,0.43321763722538215
392,2.274842634776698,0.13148847073939338
393,1.0459443097698924,0.30644300125904195
394,0.5754887211605099,0.4480860509834864
395,1.9676121942789517,0.16070154232255277
396,1.9284147767821667,0.16493198066238085
397,0.2144592185206575,0.6432945407027868
398,0.897181999158967,0.3435384461896832
399,1.474034269659997,0.22471025395942465
400,1.0305754771404985,0.3100235429694339
401,0.03458216504480744,0.8524739293774783
402,0.675982973698533,0.41097341418800953
403,1.6301896813599508,0.2016768149646699
404,3.1675903958335305,0.07511318864791018
405,0.18989820667978155,0.6630013527051576
406,1.9637150338934366,0.16111655896001936
407,2.434576508568161,0.11868594408742461
408,0.6352527815884462,0.42543507998142
409,2.7851576440004124,0.09514133087980624
410,0.02255256167866166,0.8806264677370125
411,0.15439859914409224,0.6943668464536439
412,1.288489674588404,0.2563264710389892
413,5.594153360567317e-4,0.9811302235449025
414,1.010775977906872,0.31471701048372036
415,0.5675385384417228,0.45123869681541823
416,0.001941882591321854,0.9648511592769738
417,0.004784109703583377,0.9448564842844389
418,2.593613462538825e-6,0.9987150314460447
419,1.6469521347678737,0.19937426999591512
420,0.3258629348780928,0.568105356856153
421,0.004095598470963695,0.9489727246705821
422,0.8187867941674309,0.36553511761548113
423,0.4966477975682733,0.4809767656734154
424,1.7434751208665928,0.18669910768532988
425,2.0425537311750634,0.15295267959043293
426,1.1975546446672571,0.2738109743562077
427,0.01758453846919111,0.8945044286632597
428,2.942906437462255,0.08625540069895289
429,0.6036716851821211,0.4371805311080232
430,0.6674713389194962,0.4139346048914084
431,0.37884498836525093,0.5382220280825294
432,1.274406914736967,0.25894157085755865
433,2.439834050569846,0.11828873913902933
434,0.01035882703583535,0.9189326320136736
435,1.6342744716041064,0.20111284700311932
436,0.019404208020812094,0.8892138896495431
437,2.00330452755279,0.15695669804347093
438,0.2688748486937447,0.6040875337269482
439,1.58295233650848,0.20833594529533478
440,0.3218466324989969,0.570499994185546
441,0.5228631593070033,0.46962288864762236
442,3.281908637796641,0.07004742415763991
443,0.16289026693458464,0.6865093394696085
444,0.1632176502740519,0.6862112172743029
445,0.36442380281659087,0.5460595747477883
446,0.059489981416961116,0.8073038689302992
447,0.6450182544613356,0.42189943494122767
448,1.218864934662065,0.269583524104444
449,0.08446410477412115,0.7713365400075295
450,2.1915186833080926,0.13877242838224188
451,0.3608847876280352,0.5480152573016225
452,0.013122530867055728,0.9087989469060924
453,0.5253880152897096,0.4685523138276343
454,0.0016981032252182415,0.9671300376971708
455,1.9046794867355687,0.1675554695260019
456,2.1273858122590914,0.14468733183513438
457,2.4771439118197485,0.11551184058926925
458,0.2628382699496319,0.6081768964162654
459,1.965619736145047,0.16091357085603664
460,0.15535395720284215,0.6934705464405394
461,1.3531159505983237,0.24473411995628241
462,1.1153681350071054,0.29091800485599395
463,0.5907021816661993,0.44214771781665096
464,0.10630750531676932,0.7443877987496719
465,0.8724500785894602,0.3502779151945743
466,1.5330600204269866e-4,0.9901211010296114
467,2.199024569573657,0.13809810008907125
468,3.69176719262103e-4,0.9846704116321642
469,1.6267177254939544,0.20215763494704117
470,2.7240407385026315,0.0988474933056959
471,1.392558521674042,0.23797350137805368
472,5.536078422763246,0.018628281449109906
473,4.5183185531443675,0.033533772749614416
474,1.772473220603449e-4,0.989377736433031
475,0.3097454891233859,0.5778364053731025
476,0.7341354459591061,0.3915460049520383
477,0.5373085873096267,0.46355028040131663
478,0.5516273778825652,0.4576535098204778
479,1.3254001261138697,0.24962519162958277
480,0.01437044070993948,0.9045807642161662
481,1.4760586920636969,0.22439219609143263
482,0.10116979499682682,0.7504303249133858
483,0.056597419283065324,0.8119570102446629
484,0.010026142297377232,0.9202406213409473
485,0.3214731568193929,0.5707236737964199
486,0.7770140244496808,0.3780559157462822
487,0.29804318757911424,0.5851117748493415
488,0.37041896920110606,0.5427759825748947
489,6.696686984655356,0.009659222894602188
490,0.1440191304726033,0.7043176993940565
491,0.005264595000116462,0.9421582246210551
492,0.9367637561778119,0.3331115127982639
493,1.5473704556552839,0.2135240530228993
494,0.12311246393119407,0.7256829847713306
495,2.8890569078939348,0.08918311675099981
496,1.562858326030505,0.21124719668748917
497,0.01648068061732343,0.8978505502364773
498,1.5661396268145538,0.21076852030428528
499,0.049738110236483786,0.823519609492849
500,5.139299564159408,0.023390083383804227
501,1.4612043642356782,0.22673859100334837
502,1.3155864453134292,0.2513856844840434
503,0.8567272548669976,0.35465616958837937
504,2.3699764847296203,0.12368891463736696
505,0.006006925670323841,0.9382223236936711
506,1.2886831398922072,0.2562907730788513
507,3.123981746319316,0.07714805563378259
508,1.2191573410361007,0.2695260875788683
509,0.21004831037204322,0.6467295414729234
510,1.356842810471143,0.24408540036950532
511,1.6562358287132681,0.19811232202630105
512,3.5156307403516234,0.06079251294029243
513,0.09599981735564307,0.7566838691586386
514,0.3293565025246853,0.5660382485908114
515,0.1518561182380418,0.6967678585028495
516,1.1436444524946872,0.28488355142263866
517,1.183560126770301,0.27663241448544684
518,0.007740239348668406,0.9298936610054522
519,0.15795011026292266,0.6910508553189784
520,0.2419182873889091,0.6228240466960212
521,0.5531138449660039,0.45704816271443205
522,0.022861576331908322,0.8798175946711412
523,0.7782396925196476,0.37768004559111634
524,0.07336648047352769,0.7864968069226346
525,4.560874784614486,0.03271036168723562
526,0.5300838412479252,0.4665716130199513
527,0.05680139888050218,0.8116248133319169
528,6.070871308679781,0.013742915076923155
529,0.3286110869620459,0.5664780771569881
530,0.09552607217267726,0.757266055244734
531,0.4369154708243571,0.5086149957879115
532,0.010598162726291138,0.9180047348784582
533,0.8274402174572001,0.36301376268679103
534,3.84723840500036,0.04982796934096003
535,0.17915996481416102,0.6720961495196313
536,0.6709403381375646,0.41272395438655474
537,2.1616132185095887,0.14149606862096595
538,1.9403069928212406,0.16363520518171715
539,0.9673971869234311,0.32533017189339175
540,7.322980719964878,0.00680784092046562
541,0.03919671335851633,0.8430594610024742
542,3.735293296141336,0.053274312996191266
543,1.8554385799668167,0.17315217794260096
544,0.057522423671310496,0.8104555923911689
545,0.10116652137827141,0.7504342283562903
546,0.6150299755546352,0.4329001967756009
547,0.14605064283716812,0.7023384418485481
548,0.8862489098998464,0.3464958461038412
549,4.98098661700152,0.025627364022728093
550,7.328632530223389,0.00678646664463813
551,0.23106039370021533,0.6307386748760646
552,3.7038141349684177,0.05428823567701118
553,1.8529605933864,0.17343945208282455
554,1.469878353756277,0.22536488771755808
555,0.1262864382048863,0.7223138946746058
556,2.9090069499113653,0.08808609741657496
557,3.2484979452515796,0.0714889422882363
558,0.22712835870218684,0.6336613308218382
559,0.9140047973121618,0.3390540563530531
560,0.012491190868684141,0.91101053540746
561,0.09754620026724231,0.7547944004948154
562,0.10097705287537069,0.7506602680490236
563,0.5112193742590178,0.47461147422095
564,0.04700477355670288,0.82835965821239
565,0.5565438776384466,0.45565612818554285
566,0.9360969568904176,0.3332836299679257
567,0.10765641263558413,0.7428282161310987
568,0.8498985962188563,0.3565810259844813
569,0.008132631498637395,0.9281433000478805
570,3.0147674821899213,0.08250928709346142
571,1.2858658817645698,0.2568112160765098
572,0.4613332661745197,0.4970015278400694
573,0.03534790658872045,0.8508685067139597
574,2.0206916457532773,0.15516844983762182
575,5.953787959896377,0.014685696047604908
576,7.232109800644841,0.007161100049119162
577,0.4358918554073455,0.5091119758204893
578,1.3694547299227655,0.24190559072995604
579,3.179967947315063,0.07454619211914852
580,4.2655825823834315,0.03889191109317539
581,3.596499568725535,0.05790136797273743
582,0.7064271268397602,0.4006324769343953
583,1.3912164370499123,0.23819977993953995
584,0.5163352856561978,0.47240914517459287
585,0.035669585533965244,0.8501994613768209
586,0.6442940656846073,0.4221601178195734
587,0.18830184629047028,0.664333750071781
588,1.8543283641815305,0.17328081803289075
589,1.001858245893589,0.3168612841418351
590,4.6784557965418646e-4,0.9827433113308781
591,0.26344889740791866,0.6077605554102815
592,1.7757735759133697,0.18266916455950297
593,0.34892717829989056,0.5547210575247559
594,0.0022977485441690966,0.9617681758296601
595,0.13489759575352922,0.7134071275352958
596,3.9763032379425622,0.04614473198251065
597,0.19219229030069465,0.6610982226362102
598,3.4386155551046986,0.06368904020614065
599,2.364752112594977,0.12410362538565461
600,0.4087236628838741,0.5226180355100286
601,0.10554130023279579,0.7452785504381043
602,1.0229929791342887,0.31181011660455393
603,0.4234437655835003,0.5152236549714208
604,0.006484619168994155,0.935818017192319
605,0.2765966864672726,0.5989405949867423
606,1.6783489755358694,0.1951439793373703
607,1.358590667365024,0.24378188061359568
608,0.07682922764349112,0.7816412376628984
609,7.7768666194154115,0.005291950627706417
610,0.6403505094929272,0.4235839011105684
611,1.7392513927402495,0.1872337081843237
612,1.49910764574119,0.22080871625631449
613,1.8861714674417611,0.16963437488379168
614,0.13390053726528828,0.7144216204230297
615,2.4287540108657577,0.1191275536325048
616,1.6905590613007406,0.19352728898778526
617,1.0957500822465454,0.29520067903314123
618,0.0322025600542114,0.8575838107496294
619,0.26792709805320225,0.6047256940250574
620,5.040959981134134,0.024754768227809622
621,2.161089472816062,0.1415443007427208
622,0.0712546349187504,0.7895187166116218
623,0.036686686214267857,0.8481043557344065
624,1.3320260343437793,0.24844510379619764
625,2.736055989088493,0.09810663244347972
626,0.003072291007418657,0.955797289395343
627,2.2554410304239254,0.1331455180656458
628,2.108632971746636,0.1464701105754103
629,1.4050252661656129,0.2358839860708034
630,5.731026417060697,0.016667737844833184
631,0.6954339120751811,0.4043222326144259
632,3.396867577924853,0.06532035308655783
633,1.600196889074411,0.205875310914099
634,0.11636057682189185,0.7330157585380958
635,0.10386661920661386,0.7472379732671689
636,0.013881306157282721,0.9062111102359875
637,1.1601360548729585,0.28143732563949636
638,3.818770285416491,0.050681421539238825
639,1.4546944338037566,0.22777618206917424
640,2.30717244526067,0.1287781196090785
641,2.0730175041209784,0.14992463353811813
642,2.5637845195523745,0.10933656445177868
643,0.8692213882353464,0.3511709514826183
644,0.0027683829335402614,0.9580383267308833
645,4.055134640567187,0.04403720704577116
646,0.0808808374251303,0.7761072573215994
647,0.16303219014978074,0.68638005844291194
648,1.1095123953483912,0.29218796751569626
649,0.49934148326557565,0.4797896116976182
650,3.4305426709048814,0.06400106793477303
651,5.22058552207676,0.022321034252042467
652,0.096058356347065,0.756612039888097
653,0.34384978875110206,0.557615435407614
654,0.17875008958322464,0.6724496013855411
655,1.6405871452411809,0.20024492850626563
656,0.14446815181714967,0.7038788588449484
657,0.013803973860135708,0.9064715192726011
658,0.010171511086069188,0.9196664312721151
659,1.1518455222755815,0.2831631502070498
660,0.49053243920983286,0.4836898916207745
661,0.4675870094155186,0.4940993564876439
662,0.35081379647469824,0.5536528207703629
663,0.696835280298011,0.4038491335330348
664,0.42228746218588026,0.5157978464154198
665,0.14119250331123856,0.7070983689941898
666,1.9170516154323436,0.16618205311284445
667,1.1203300405952512,0.28984739877251514
668,4.137004724156946,0.04195534498453404
669,1.162655357852259,0.28091552257331115
670,0.022798639310789664,0.8799818823061302
671,0.1099632040852295,0.7401860313114857
672,0.9566742054453605,0.32802623416403276
673,0.28463465498255597,0.5936794653935905
674,0.004385221498889362,0.9472018739323544
675,1.291546920165856,0.2557630685956092
676,0.5053338621778194,0.4771657982167977
677,0.6689209467631531,0.4134280671997592
678,0.05393837133816901,0.8163466725510015
679,0.24995388083925596,0.6171075532390198
680,1.247988824193878,0.26393694886639846
681,1.1280603576540331,0.28818944652900846
682,1.5797185821271975,0.2088012341214288
683,0.5227595959596858,0.46966688499093334
684,0.4065447237565385,0.5237284975939581
685,1.4097207597722397,0.23510275422984245
686,1.7565035130787758,0.1850612346345908
687,0.12979456692552022,0.7186451340761385
688,2.0737865503356305e-6,0.9988509949482268
689,0.15691689382984128,0.6920110674595633
690,0.05291641792678896,0.818064037921046
691,3.9253287979371203,0.047563888490712344
692,0.004955134821608469,0.9438810866472779
693,9.990635097182885,0.0015733833056323083
694,1.0139065770768327,0.31396875965698307
695,0.66094292394549,0.4162272529373141
696,2.127836715314636,0.14464476785906422
697,0.4399546276399726,0.5071443554767636
698,2.859291306767059,0.0908475158139024
699,0.024458590879238608,0.8757237069729352
700,0.6309108566964258,0.4270214024456548
701,1.5010065573314983,0.22051655157511107
702,0.5124029287994326,0.4741004927010487
703,1.1011873029520285,0.29400568854071046
704,0.3731257247247811,0.5413053907497475
