contrast,medication,odds.ratio,SE,df,asymp.LCL,asymp.UCL,null,z.ratio,p.value
ASD / CTRL,BOTH,1.4154723415641437,0.3399134639197435,Inf,0.8840822779854495,2.2662618622992636,1,1.4469114136447456,0.1479217360324692
ASD / CTRL,NAL,1.0737245636696988,0.25844156789100947,Inf,0.6699028050913687,1.720972699122289,1,0.2955321468350424,0.7675873987562213
ASD / CTRL,OXT,1.3418933798598423,0.3222273981600778,Inf,0.8381464489537812,2.1484047867283484,1,1.2246821238384633,0.22069501200357075
ASD / CTRL,PLA,1.678506099614343,0.4033579630933001,Inf,1.048027375794552,2.6882720733383354,1,2.15517081661655,0.031148469709025788
