contrast,medication,Sex,odds.ratio,SE,df,asymp.LCL,asymp.UCL,null,z.ratio,p.value
ASD / CTRL,BOTH,f,2.2316023647201098,0.7541537699449038,Inf,1.1506929422264216,4.327869696140417,1,2.375313425869027,0.01753405427921395
ASD / CTRL,NAL,f,1.6928103820775258,0.5730546863378289,Inf,0.8718811669715824,3.2866944467018855,1,1.5549626245809718,0.1199549709931415
ASD / CTRL,OXT,f,2.115599402237972,0.7155153486843481,Inf,1.0903079414107146,4.105042860605619,1,2.21560502321377,0.026718564542631232
ASD / CTRL,PLA,f,2.6462955658725975,0.8949151444257324,Inf,1.3638981336400984,5.134459861211945,1,2.8776706108281958,0.004006232099634524
