contrast,medication,Sex,estimate,SE,df,lower.CL,upper.CL,t.ratio,p.value
ASD - CTRL,NAL/OXT,f,0.021278061232203497,0.022623518017283295,156.16136640018922,-0.02340953032051404,0.06596565278492103,0.9405284012834815,0.3483991751867861
ASD - CTRL,NAL/PLA,f,0.008807229508523915,0.026472797837239763,154.16849740652447,-0.0434890138445495,0.061103472861597334,0.3326897883129915,0.7398204108186264
ASD - CTRL,PLA/OXT,f,0.12411423017449216,0.09604283962295192,155.37645671736755,-0.0656039427014741,0.31383240305045845,1.2922798894924787,0.1981788538406744
ASD - CTRL,PLA/PLA,f,0.21052939225991688,0.08898919375578898,153.25025661413062,0.03472549143561837,0.3863332930842154,2.3657860395686683,0.01924286569811265
ASD - CTRL,NAL/OXT,m,-0.07654770131847337,0.05120848565585393,165.03716852702385,-0.177655903822542,0.024560501185595274,-1.4948245459338783,0.13686985625171688
ASD - CTRL,NAL/PLA,m,-0.013048467892044696,0.03027329064824603,162.6692540773285,-0.07282776199423693,0.046730826210147534,-0.43102244957968244,0.6670226648432058
ASD - CTRL,PLA/OXT,m,0.010930715484938338,0.06362264142864545,159.85366665169676,-0.1147186148108046,0.13658004578068128,0.17180543340372686,0.8638077983880456
ASD - CTRL,PLA/PLA,m,0.14636803932771283,0.07554524351901419,161.16965409263372,-0.0028181296837109515,0.2955542083391366,1.937488483849722,0.05443398353360973
