contrast,Sex,estimate,SE,df,lower.CL,upper.CL,t.ratio,p.value
ASD - CTRL,f,0.09118222829378411,0.033163321429440444,152.7164272740715,0.025664121874199863,0.15670033471336836,2.749490230880128,0.006689430031112267
ASD - CTRL,m,0.016925646400533276,0.0297576928971663,164.49733620229725,-0.041830626711270934,0.07568191951233749,0.5687822123517188,0.5702796712458809
