model,contrast_family,fix,AQ_z.trend,std.error,df,statistic,p.value,Sex,medication,p_display,sig,significant_0_05,trait,selected_model,SIAS_z.trend
SIAS_best_aic,trait_slope_by_aoi_medication,Eyes,NA,0.05758324221310222,Inf,-1.3865904431681018,0.1655666841207689,NA,BOTH,0.166,,FALSE,SIAS,trait_aoi,-0.07984437333932155
SIAS_best_aic,trait_slope_by_aoi_medication,Mouth,NA,0.06818227531858409,Inf,0.09145936108735014,0.9271275960064675,NA,BOTH,0.927,,FALSE,SIAS,trait_aoi,0.0062359073381195035
SIAS_best_aic,trait_slope_by_aoi_medication,Face,NA,0.05985258594095546,Inf,-1.4582572528344244,0.1447696481160093,NA,BOTH,0.145,,FALSE,SIAS,trait_aoi,-0.087280467549294
SIAS_best_aic,trait_slope_by_aoi_medication,Background,NA,0.05727978273720047,Inf,3.122209530697622,0.001794991369065895,NA,BOTH,0.002,**,TRUE,SIAS,trait_aoi,0.17883948357837642
SIAS_best_aic,trait_slope_by_aoi_medication,Eyes,NA,0.05758324221310222,Inf,-1.3865904431681018,0.1655666841207689,NA,NAL,0.166,,FALSE,SIAS,trait_aoi,-0.07984437333932155
SIAS_best_aic,trait_slope_by_aoi_medication,Mouth,NA,0.06818227531858409,Inf,0.09145936108735014,0.9271275960064675,NA,NAL,0.927,,FALSE,SIAS,trait_aoi,0.0062359073381195035
SIAS_best_aic,trait_slope_by_aoi_medication,Face,NA,0.05985258594095546,Inf,-1.4582572528344244,0.1447696481160093,NA,NAL,0.145,,FALSE,SIAS,trait_aoi,-0.087280467549294
SIAS_best_aic,trait_slope_by_aoi_medication,Background,NA,0.05727978273720047,Inf,3.122209530697622,0.001794991369065895,NA,NAL,0.002,**,TRUE,SIAS,trait_aoi,0.17883948357837642
SIAS_best_aic,trait_slope_by_aoi_medication,Eyes,NA,0.05758324221310222,Inf,-1.3865904431681018,0.1655666841207689,NA,OXT,0.166,,FALSE,SIAS,trait_aoi,-0.07984437333932155
SIAS_best_aic,trait_slope_by_aoi_medication,Mouth,NA,0.06818227531858409,Inf,0.09145936108735014,0.9271275960064675,NA,OXT,0.927,,FALSE,SIAS,trait_aoi,0.0062359073381195035
SIAS_best_aic,trait_slope_by_aoi_medication,Face,NA,0.05985258594095546,Inf,-1.4582572528344244,0.1447696481160093,NA,OXT,0.145,,FALSE,SIAS,trait_aoi,-0.087280467549294
SIAS_best_aic,trait_slope_by_aoi_medication,Background,NA,0.05727978273720047,Inf,3.122209530697622,0.001794991369065895,NA,OXT,0.002,**,TRUE,SIAS,trait_aoi,0.17883948357837642
SIAS_best_aic,trait_slope_by_aoi_medication,Eyes,NA,0.05758324221310222,Inf,-1.3865904431681018,0.1655666841207689,NA,PLA,0.166,,FALSE,SIAS,trait_aoi,-0.07984437333932155
SIAS_best_aic,trait_slope_by_aoi_medication,Mouth,NA,0.06818227531858409,Inf,0.09145936108735014,0.9271275960064675,NA,PLA,0.927,,FALSE,SIAS,trait_aoi,0.0062359073381195035
SIAS_best_aic,trait_slope_by_aoi_medication,Face,NA,0.05985258594095546,Inf,-1.4582572528344244,0.1447696481160093,NA,PLA,0.145,,FALSE,SIAS,trait_aoi,-0.087280467549294
SIAS_best_aic,trait_slope_by_aoi_medication,Background,NA,0.05727978273720047,Inf,3.122209530697622,0.001794991369065895,NA,PLA,0.002,**,TRUE,SIAS,trait_aoi,0.17883948357837642
