contrast,Group,estimate,SE,df,lower.CL,upper.CL,t.ratio,p.value
f - m,ASD,0.4747328509021861,0.51403380015617,57.94251582859292,-0.5542393291459468,1.5037050309503188,0.9235440369056592,0.35955384600149765
f - m,CTRL,0.5166264040483249,0.47979245448382807,60.282383898816306,-0.4430089391986496,1.4762617472952995,1.0767705894919162,0.2858731510960789
