model,contrast_family,fix,term,contrast,null.value,estimate,std.error,df,statistic,p.value,medication,Sex,p_display,sig,significant_0_05
adjust_asd_medication_disorder_records,group_by_aoi_sex,Background,Group,ASD - CTRL,0,0.6195905096147324,0.17037402691506218,Inf,3.636648853311552,2.762080563220406e-4,NA,f,<0.001,***,TRUE
adjust_asd_medication_disorder_records,group_by_aoi_sex,Eyes,Group,ASD - CTRL,0,0.07804047477039544,0.16547128599495542,Inf,0.4716254805246065,0.6371941359575365,NA,m,0.637,,FALSE
adjust_asd_medication_disorder_records,group_by_aoi_sex,Mouth,Group,ASD - CTRL,0,-0.04753718151824837,0.18118252756932063,Inf,-0.2623717758880508,0.7930348302581733,NA,m,0.793,,FALSE
adjust_asd_medication_disorder_records,group_by_aoi_sex,Face,Group,ASD - CTRL,0,0.09375092530570805,0.16976850097982157,Inf,0.552228032671686,0.5807921305602111,NA,m,0.581,,FALSE
adjust_asd_medication_disorder_records,group_by_aoi_sex,Background,Group,ASD - CTRL,0,-0.0656986505847815,0.1636163916661773,Inf,-0.4015407619966642,0.6880220335845448,NA,m,0.688,,FALSE
full_sample_influence,group_by_aoi,Eyes,Group,ASD - CTRL,0,-0.27049330059475724,0.16563809003992797,Inf,-1.6330380320707232,0.10246099809791617,NA,NA,0.102,,FALSE
full_sample_influence,group_by_aoi,Mouth,Group,ASD - CTRL,0,0.36128622188127424,0.19762939492720832,Inf,1.828099620576912,0.06753460189992783,NA,NA,0.068,.,FALSE
full_sample_influence,group_by_aoi,Face,Group,ASD - CTRL,0,-0.22839286297704392,0.1863196996892018,Inf,-1.2258116740099085,0.22026955306301546,NA,NA,0.220,,FALSE
full_sample_influence,group_by_aoi,Background,Group,ASD - CTRL,0,0.22182487293368655,0.16851723381062253,Inf,1.3163334569268472,0.1880621461034704,NA,NA,0.188,,FALSE
full_sample_influence,group_by_aoi_medication,Eyes,Group,ASD - CTRL,0,-0.18259336603503418,0.2506184494763444,Inf,-0.728571126413696,0.46626404584476505,NAL/OXT,NA,0.466,,FALSE
full_sample_influence,group_by_aoi_medication,Mouth,Group,ASD - CTRL,0,0.21562709682815762,0.29322742570363386,Inf,0.7353578755832095,0.4621215693314569,NAL/OXT,NA,0.462,,FALSE
full_sample_influence,group_by_aoi_medication,Face,Group,ASD - CTRL,0,-0.32070035007594894,0.2714203168837734,Inf,-1.1815635386398804,0.23737892812694975,NAL/OXT,NA,0.237,,FALSE
full_sample_influence,group_by_aoi_medication,Background,Group,ASD - CTRL,0,0.343438478596092,0.24820764260547945,Inf,1.3836740681751685,0.1664582773194806,NAL/OXT,NA,0.166,,FALSE
full_sample_influence,group_by_aoi_medication,Eyes,Group,ASD - CTRL,0,-0.04607081051137661,0.2578028870741931,Inf,-0.17870556468251614,0.8581688995415135,NAL/PLA,NA,0.858,,FALSE
full_sample_influence,group_by_aoi_medication,Mouth,Group,ASD - CTRL,0,0.3219368633458828,0.2887346490532737,Inf,1.1149921369031226,0.26485379128240083,NAL/PLA,NA,0.265,,FALSE
full_sample_influence,group_by_aoi_medication,Face,Group,ASD - CTRL,0,-0.1923324728356735,0.2783568365410005,Inf,-0.6909565262549028,0.4895928616299439,NAL/PLA,NA,0.490,,FALSE
full_sample_influence,group_by_aoi_medication,Background,Group,ASD - CTRL,0,0.056434393079084544,0.24905450153923758,Inf,0.22659455151503666,0.8207390293665944,NAL/PLA,NA,0.821,,FALSE
full_sample_influence,group_by_aoi_medication,Eyes,Group,ASD - CTRL,0,-0.2932050509990665,0.24560163436385377,Inf,-1.1938236964852167,0.23254694021172978,PLA/OXT,NA,0.233,,FALSE
full_sample_influence,group_by_aoi_medication,Mouth,Group,ASD - CTRL,0,0.5703988674026371,0.28473065135464987,Inf,2.003292812659532,0.045145868500274244,PLA/OXT,NA,0.045,*,TRUE
full_sample_influence,group_by_aoi_medication,Face,Group,ASD - CTRL,0,-0.30326357241679386,0.26862582838049437,Inf,-1.1289442055707202,0.25892137114887,PLA/OXT,NA,0.259,,FALSE
full_sample_influence,group_by_aoi_medication,Background,Group,ASD - CTRL,0,0.14825701540309738,0.2459025319855193,Inf,0.6029096740322623,0.5465687799885492,PLA/OXT,NA,0.547,,FALSE
full_sample_influence,group_by_aoi_medication,Eyes,Group,ASD - CTRL,0,-0.5601039748335513,0.25564414891065584,Inf,-2.1909516694211533,0.028455290081008475,PLA/PLA,NA,0.028,*,TRUE
full_sample_influence,group_by_aoi_medication,Mouth,Group,ASD - CTRL,0,0.33718205994841943,0.29283583439056693,Inf,1.1514371547121045,0.24955243579559935,PLA/PLA,NA,0.250,,FALSE
full_sample_influence,group_by_aoi_medication,Face,Group,ASD - CTRL,0,-0.09727505657975982,0.2774859586128393,Inf,-0.3505584825482369,0.7259196082610573,PLA/PLA,NA,0.726,,FALSE
full_sample_influence,group_by_aoi_medication,Background,Group,ASD - CTRL,0,0.3391696046564726,0.25083683651415706,Inf,1.3521522969666782,0.17632660032983377,PLA/PLA,NA,0.176,,FALSE
full_sample_influence,group_by_aoi_sex,Eyes,Group,ASD - CTRL,0,-0.5803984081987938,0.21089229297923912,Inf,-2.752108197030842,0.005921295385777497,NA,f,0.006,**,TRUE
full_sample_influence,group_by_aoi_sex,Mouth,Group,ASD - CTRL,0,0.5320919297432208,0.27181473730499894,Inf,1.9575536448789714,0.05028241122169553,NA,f,0.050,.,FALSE
full_sample_influence,group_by_aoi_sex,Face,Group,ASD - CTRL,0,-0.5037145565763862,0.2457962628273519,Inf,-2.0493173931216235,0.040431088969190704,NA,f,0.040,*,TRUE
full_sample_influence,group_by_aoi_sex,Background,Group,ASD - CTRL,0,0.5805000967843602,0.2128380962035819,Inf,2.7274257153151082,0.006383062802373106,NA,f,0.006,**,TRUE
full_sample_influence,group_by_aoi_sex,Eyes,Group,ASD - CTRL,0,0.03941180700927929,0.18799451150971086,Inf,0.20964339167552493,0.8339460104553179,NA,m,0.834,,FALSE
full_sample_influence,group_by_aoi_sex,Mouth,Group,ASD - CTRL,0,0.19048051401932764,0.20113854329004302,Inf,0.9470115021398637,0.3436329178666214,NA,m,0.344,,FALSE
full_sample_influence,group_by_aoi_sex,Face,Group,ASD - CTRL,0,0.04692883062229869,0.19612404496072786,Inf,0.2392813723156474,0.8108874086623497,NA,m,0.811,,FALSE
full_sample_influence,group_by_aoi_sex,Background,Group,ASD - CTRL,0,-0.13685035091698705,0.18806670854355315,Inf,-0.7276691976841545,0.4668161102134237,NA,m,0.467,,FALSE
