model,term,Chisq,Df,Pr(>Chisq),p_display,sig,significant_0_05
main,Group:fix,16.398217841164346,3,9.395331804946857e-4,<0.001,***,TRUE
main,Group:fix:medication,6.138779343950248,9,0.7259523291453306,0.726,,FALSE
main,Group:fix:Sex,21.39094868941595,3,8.731904498140777e-5,<0.001,***,TRUE
medication_type_aoi_adjusted,asd_med_ssri,2.8240551186272174,1,0.09286152792703796,0.093,.,FALSE
medication_type_aoi_adjusted,asd_med_other,0.10149187825903133,1,0.7500466142723564,0.750,,FALSE
medication_type_aoi_adjusted,Group:fix,18.282809158696736,3,3.845523656258914e-4,<0.001,***,TRUE
medication_type_aoi_adjusted,fix:asd_med_ssri,3.271492961849534,3,0.35163004197058123,0.352,,FALSE
medication_type_aoi_adjusted,fix:asd_med_other,18.21935733733381,3,3.963241493140641e-4,<0.001,***,TRUE
medication_type_aoi_adjusted,Group:fix:medication,6.3289113799658026,9,0.7066013303408138,0.707,,FALSE
medication_type_aoi_adjusted,Group:fix:Sex,22.74078525602438,3,4.573162602886932e-5,<0.001,***,TRUE
disorder_type_aoi_adjusted,asd_dis_adhd,0.05557630459976899,1,0.8136295620571887,0.814,,FALSE
disorder_type_aoi_adjusted,asd_dis_dep,3.1223102992616947e-5,1,0.9955416328274964,0.996,,FALSE
disorder_type_aoi_adjusted,asd_dis_other,0.026595729416953966,1,0.8704538944463981,0.870,,FALSE
disorder_type_aoi_adjusted,Group:fix,9.500430640227478,3,0.023326779583249697,0.023,*,TRUE
disorder_type_aoi_adjusted,fix:asd_dis_adhd,2.5039651205967512,3,0.4745749234451129,0.475,,FALSE
disorder_type_aoi_adjusted,fix:asd_dis_dep,12.612559167379038,3,0.0055539814673666804,0.006,**,TRUE
disorder_type_aoi_adjusted,fix:asd_dis_other,7.583669793758693,3,0.05544714515744003,0.055,.,FALSE
disorder_type_aoi_adjusted,Group:fix:medication,6.310467365703915,9,0.7084880511800604,0.708,,FALSE
disorder_type_aoi_adjusted,Group:fix:Sex,17.959299378538276,3,4.4843340230098683e-4,<0.001,***,TRUE
medication_and_disorder_type_aoi_adjusted,asd_med_ssri,2.601107831902737,1,0.10678904469155824,0.107,,FALSE
medication_and_disorder_type_aoi_adjusted,asd_med_other,0.3234726648972066,1,0.5695281364174821,0.570,,FALSE
medication_and_disorder_type_aoi_adjusted,asd_dis_adhd,0.8265865453057254,1,0.36326142576319403,0.363,,FALSE
medication_and_disorder_type_aoi_adjusted,asd_dis_dep,0.35422225048973255,1,0.5517326929279351,0.552,,FALSE
medication_and_disorder_type_aoi_adjusted,asd_dis_other,7.645535703230186e-4,1,0.9779408545422021,0.978,,FALSE
medication_and_disorder_type_aoi_adjusted,Group:fix,14.55802576789964,3,0.002236086836072868,0.002,**,TRUE
medication_and_disorder_type_aoi_adjusted,fix:asd_med_ssri,0.638544670559815,3,0.8875544897396465,0.888,,FALSE
medication_and_disorder_type_aoi_adjusted,fix:asd_med_other,19.591308818023368,3,2.0627630369974369e-4,<0.001,***,TRUE
medication_and_disorder_type_aoi_adjusted,fix:asd_dis_adhd,2.481781935195117,3,0.478592494541647,0.479,,FALSE
medication_and_disorder_type_aoi_adjusted,fix:asd_dis_dep,9.799664532459165,3,0.020348118578141956,0.020,*,TRUE
medication_and_disorder_type_aoi_adjusted,fix:asd_dis_other,8.63000007397715,3,0.03463703019916395,0.035,*,TRUE
medication_and_disorder_type_aoi_adjusted,Group:fix:medication,6.493739113261763,9,0.68966474039544,0.690,,FALSE
medication_and_disorder_type_aoi_adjusted,Group:fix:Sex,23.079071277162928,3,3.8879115900597765e-5,<0.001,***,TRUE
