model,term,Estimate,Std. Error,z value,p_value,p_display,sig,significant_0_05
medication_type_medication,fix.L:medicationNAL/PLA,-0.08619274815101956,0.22354925424727684,-0.38556491025319317,0.6998189250154903,0.700,,FALSE
medication_type_medication,fix.Q:medicationNAL/PLA,-0.1649257373434137,0.23409762565023165,-0.7045169163305885,0.4811109190770992,0.481,,FALSE
medication_type_medication,fix.C:medicationNAL/PLA,0.02700873631042339,0.24439157449654353,0.11051418759448836,0.9120015987164661,0.912,,FALSE
medication_type_medication,fix.L:medicationPLA/OXT,-0.0933092797027212,0.22099609512602983,-0.4222213955839749,0.6728634260372381,0.673,,FALSE
medication_type_medication,fix.Q:medicationPLA/OXT,-0.2825431389282144,0.2308784757709134,-1.2237742733911876,0.22103739191845037,0.221,,FALSE
medication_type_medication,fix.C:medicationPLA/OXT,0.0330072015161004,0.24042879205221043,0.13728472881456188,0.8908057407838228,0.891,,FALSE
medication_type_medication,fix.L:medicationPLA/PLA,0.20749450249394966,0.22595794482835796,0.9182881471663522,0.35846803098079005,0.358,,FALSE
medication_type_medication,fix.Q:medicationPLA/PLA,-0.019227478935261052,0.23653995042858508,-0.08128639115896878,0.9352141964561292,0.935,,FALSE
medication_type_medication,fix.C:medicationPLA/PLA,-0.01575746960725168,0.24725411097437408,-0.06372985890974656,0.9491853290942922,0.949,,FALSE
medication_type_medication,fix.L:Sexm,-0.8713352665307136,0.16789671391861513,-5.189710067542343,2.1062177113534285e-7,<0.001,***,TRUE
medication_type_medication,fix.Q:Sexm,-0.427077466113248,0.1831087331985247,-2.3323708195294803,0.019681191835616924,0.020,*,TRUE
medication_type_medication,fix.C:Sexm,-0.867453491474608,0.19820956727021374,-4.376446119233146,1.2062999310892464e-5,<0.001,***,TRUE
medication_type_medication,fix.L:medication_type_groupSSRI/SNRI only,0.36312664603395595,0.23327523641974587,1.5566446383557009,0.11955487945152819,0.120,,FALSE
medication_type_medication,fix.Q:medication_type_groupSSRI/SNRI only,0.22833789028592874,0.2545805842843952,0.8969179284734833,0.36976271256977056,0.370,,FALSE
medication_type_medication,fix.C:medication_type_groupSSRI/SNRI only,-0.13685554493918728,0.27446551831999483,-0.498625640761291,0.6180431381939173,0.618,,FALSE
medication_type_medication,fix.L:medication_type_groupOther/multiple medication,-0.51424591672396,0.18094604998434183,-2.8419847615820313,0.00448336344671369,0.004,**,TRUE
medication_type_medication,fix.Q:medication_type_groupOther/multiple medication,0.23616412256964184,0.19038676021869827,1.2404440429489891,0.21481119917145045,0.215,,FALSE
medication_type_medication,fix.C:medication_type_groupOther/multiple medication,-0.5591724635457982,0.199690121720222,-2.800200924957284,0.005107080731916673,0.005,**,TRUE
medication_type_medication,medicationNAL/PLA:medication_type_groupSSRI/SNRI only,0.06420501847244908,0.3192470555353991,0.201113893955178,0.8406095181466433,0.841,,FALSE
medication_type_medication,medicationPLA/OXT:medication_type_groupSSRI/SNRI only,0.046568282417459785,0.3247245491323454,0.1434085674824675,0.8859675170415738,0.886,,FALSE
medication_type_medication,medicationPLA/PLA:medication_type_groupSSRI/SNRI only,0.03026785943735117,0.3302437035832671,0.09165310075236448,0.9269736606580119,0.927,,FALSE
medication_type_medication,medicationNAL/PLA:medication_type_groupOther/multiple medication,-0.022716546998503458,0.26206948259883256,-0.08668138988650277,0.9309247694497386,0.931,,FALSE
medication_type_medication,medicationPLA/OXT:medication_type_groupOther/multiple medication,0.07769513975208568,0.2581675579310346,0.30094850172011434,0.7634537646580967,0.763,,FALSE
medication_type_medication,medicationPLA/PLA:medication_type_groupOther/multiple medication,-0.03678215630241767,0.27079230093010687,-0.13583161772354588,0.8919543953691165,0.892,,FALSE
medication_type_responsiveness,(Intercept),-1.1476122848367425,0.1685435163790332,-6.80899692549375,9.828157969590858e-12,<0.001,***,TRUE
medication_type_responsiveness,fix.L,1.140867390693301,0.2805431014126651,4.0666385484030885,4.7696133442842936e-5,<0.001,***,TRUE
medication_type_responsiveness,fix.Q,1.2304324675803577,0.2987205159579569,4.119008912509824,3.805054315286677e-5,<0.001,***,TRUE
medication_type_responsiveness,fix.C,0.7344411702329124,0.31570726566873997,2.3263359767067717,0.020000634187655176,0.020,*,TRUE
medication_type_responsiveness,medicationNAL/PLA,0.06962412862206618,0.1853229780540425,0.37569075002541197,0.7071468153930603,0.707,,FALSE
medication_type_responsiveness,medicationPLA/OXT,-0.050742168321765604,0.18601411168994653,-0.2727866604354408,0.7850172142502987,0.785,,FALSE
medication_type_responsiveness,medicationPLA/PLA,-0.012744145177822916,0.18919441724784494,-0.06736004879640856,0.9462950733604867,0.946,,FALSE
medication_type_responsiveness,Sexm,0.02663159965104754,0.09196291259917648,0.28959065016918595,0.7721294207319127,0.772,,FALSE
medication_type_responsiveness,sessionsession_2,0.0075551981058752105,0.11691386303136336,0.0646219183079123,0.9484750328970672,0.948,,FALSE
medication_type_responsiveness,sessionsession_3,0.03172565190927641,0.12622892737577177,0.2513342430204774,0.8015557025359886,0.802,,FALSE
medication_type_responsiveness,sessionsession_4,0.04448541409938606,0.12040270674640978,0.36947187734807757,0.711776031242127,0.712,,FALSE
medication_type_responsiveness,medication_type_groupSSRI/SNRI only,-0.2593725422230369,0.2322846000186227,-1.116615316737496,0.2641588397810389,0.264,,FALSE
medication_type_responsiveness,medication_type_groupOther/multiple medication,-0.03901983538283731,0.18992451320428372,-0.20544917938458734,0.8372212000686291,0.837,,FALSE
medication_type_responsiveness,fix.L:medicationNAL/PLA,-0.16155259694143248,0.3542539821567155,-0.4560360788547595,0.6483640342412588,0.648,,FALSE
medication_type_responsiveness,fix.Q:medicationNAL/PLA,-0.1968920392851155,0.3674335011245126,-0.5358576141874295,0.5920569601279893,0.592,,FALSE
medication_type_responsiveness,fix.C:medicationNAL/PLA,-0.07103844398364725,0.3798897572296414,-0.18699752397036828,0.8516625742896298,0.852,,FALSE
medication_type_responsiveness,fix.L:medicationPLA/OXT,-0.18847420204774226,0.35818054186703063,-0.5261988858057806,0.5987500280833618,0.599,,FALSE
medication_type_responsiveness,fix.Q:medicationPLA/OXT,-0.3820375246213777,0.3697823437975543,-1.0331416062161496,0.3015376350343566,0.302,,FALSE
medication_type_responsiveness,fix.C:medicationPLA/OXT,-0.22526412734723358,0.38135206907968855,-0.5906985843576521,0.5547223966550331,0.555,,FALSE
medication_type_responsiveness,fix.L:medicationPLA/PLA,0.3145453887620542,0.35687083014873006,0.881398428195893,0.37810220811586237,0.378,,FALSE
medication_type_responsiveness,fix.Q:medicationPLA/PLA,-0.02959291771534087,0.37118637275967425,-0.07972522669764306,0.9364557953085858,0.936,,FALSE
medication_type_responsiveness,fix.C:medicationPLA/PLA,-0.22582388886352123,0.38454680271566255,-0.5872468247525581,0.5570379484864885,0.557,,FALSE
medication_type_responsiveness,fix.L:Sexm,-0.8744946871100001,0.16816237631806535,-5.20029929558063,1.9896786909629715e-7,<0.001,***,TRUE
medication_type_responsiveness,fix.Q:Sexm,-0.42892377034960577,0.18331596306434228,-2.3398058913126802,0.01929376461031877,0.019,*,TRUE
medication_type_responsiveness,fix.C:Sexm,-0.8831580275700279,0.1985106492637494,-4.448920150357415,8.630309105074816e-6,<0.001,***,TRUE
medication_type_responsiveness,fix.L:medication_type_groupSSRI/SNRI only,0.3768694211840258,0.43402971433753734,0.8683032721832059,0.3852283313284106,0.385,,FALSE
medication_type_responsiveness,fix.Q:medication_type_groupSSRI/SNRI only,0.2118350414234009,0.4640914273473376,0.45645109765162345,0.6480656287266908,0.648,,FALSE
medication_type_responsiveness,fix.C:medication_type_groupSSRI/SNRI only,-0.18539115881602614,0.49161286228710827,-0.37710803161971646,0.7060933227283381,0.706,,FALSE
medication_type_responsiveness,fix.L:medication_type_groupOther/multiple medication,-0.5587212136387276,0.3576303764616092,-1.5622867922090646,0.1182204420651263,0.118,,FALSE
medication_type_responsiveness,fix.Q:medication_type_groupOther/multiple medication,0.15505536309831652,0.3764177357006224,0.41192363800210846,0.6803953944448609,0.680,,FALSE
medication_type_responsiveness,fix.C:medication_type_groupOther/multiple medication,-0.9004112819156683,0.39456670285169115,-2.2820255115498504,0.022487834117625515,0.022,*,TRUE
medication_type_responsiveness,medicationNAL/PLA:medication_type_groupSSRI/SNRI only,0.0659891443455281,0.3243082124845127,0.20347663674622304,0.838762504885762,0.839,,FALSE
medication_type_responsiveness,medicationPLA/OXT:medication_type_groupSSRI/SNRI only,0.05175920423262154,0.3298101344420258,0.15693636679839446,0.8752949984025302,0.875,,FALSE
