model,term,Estimate,Std. Error,z value,p_value,p_display,sig,significant_0_05
full_sample_influence,fix.Q:asd_medication_record_factorTRUE,0.16506357707085387,0.20201473806343906,0.8170868059092731,0.4138788224639731,0.414,,FALSE
full_sample_influence,fix.C:asd_medication_record_factorTRUE,-0.4148791310590412,0.20794207507591403,-1.9951668314725628,0.04602468728300782,0.046,*,TRUE
full_sample_influence,fix.L:asd_disorder_record_factorTRUE,0.5047662225253515,0.20084644370466406,2.513194723365818,0.011964327617269578,0.012,*,TRUE
full_sample_influence,fix.Q:asd_disorder_record_factorTRUE,0.17242877543531784,0.20828765643042446,0.827839625210413,0.4077613305235511,0.408,,FALSE
full_sample_influence,fix.C:asd_disorder_record_factorTRUE,-0.06359915493097767,0.21565481047110083,-0.2949118305872448,0.7680612341763564,0.768,,FALSE
full_sample_influence,GroupCTRL:fix.L:medicationNAL/PLA,0.27917796439163983,0.3074385959706226,0.9080771511795376,0.36383746135825396,0.364,,FALSE
full_sample_influence,GroupCTRL:fix.Q:medicationNAL/PLA,0.19257958687567525,0.3209006048206117,0.6001222309422887,0.5484247777729725,0.548,,FALSE
full_sample_influence,GroupCTRL:fix.C:medicationNAL/PLA,0.10950046647415974,0.33368674553832417,0.32815347908861886,0.7427956202050638,0.743,,FALSE
full_sample_influence,GroupCTRL:fix.L:medicationPLA/OXT,0.1321615294234199,0.3023715631641547,0.4370831967147342,0.662051012950349,0.662,,FALSE
full_sample_influence,GroupCTRL:fix.Q:medicationPLA/OXT,0.3390008481953307,0.3152400290733332,1.075373737249815,0.28220743508085155,0.282,,FALSE
full_sample_influence,GroupCTRL:fix.C:medicationPLA/OXT,-0.20738081530821847,0.32744710328415794,-0.6333261562807407,0.5265206759141097,0.527,,FALSE
full_sample_influence,GroupCTRL:fix.L:medicationPLA/PLA,-0.273157065716428,0.30825670835569313,-0.8861350241930043,0.3755447716834892,0.376,,FALSE
full_sample_influence,GroupCTRL:fix.Q:medicationPLA/PLA,0.36337986967729363,0.3224292885856817,1.1270063934676635,0.2597397778359355,0.260,,FALSE
full_sample_influence,GroupCTRL:fix.C:medicationPLA/PLA,-0.015122694035164237,0.3358884763232363,-0.045022961789886413,0.9640890066480211,0.964,,FALSE
full_sample_influence,GroupCTRL:fix.L:Sexm,0.6974804024726875,0.2245896331022565,3.105577015458777,0.001899081590156652,0.002,**,TRUE
full_sample_influence,GroupCTRL:fix.Q:Sexm,0.1532861019840327,0.23904032946863163,0.6412562362375251,0.5213562178350675,0.521,,FALSE
full_sample_influence,GroupCTRL:fix.C:Sexm,0.8975409316860833,0.2530351607197637,3.5470996565576494,3.894972262931015e-4,<0.001,***,TRUE
asd_medication_influence,(Intercept),-1.1036368042498814,0.13656226267485932,-8.081565013883278,6.394082382806338e-16,<0.001,***,TRUE
asd_medication_influence,medicationNAL/PLA,0.08285460161216485,0.12455526140233021,0.6652035464365762,0.5059203124863623,0.506,,FALSE
asd_medication_influence,medicationPLA/OXT,0.007454353517062237,0.12232050497731614,0.06094116042477602,0.9514060690658044,0.951,,FALSE
asd_medication_influence,medicationPLA/PLA,0.009525921181128919,0.12637043325141575,0.07538093315053344,0.9399116291837653,0.940,,FALSE
asd_medication_influence,fix.L,0.5925900675427382,0.20062868012964058,2.9536657827775334,0.003140238901082187,0.003,**,TRUE
asd_medication_influence,fix.Q,0.8580609092101881,0.20818634693333968,4.1216002963197935,3.762495986002661e-5,<0.001,***,TRUE
asd_medication_influence,fix.C,0.05022775018282304,0.2151106032787341,0.23349732378249796,0.815375247442285,0.815,,FALSE
asd_medication_influence,any_medication_record_factorTRUE,-0.08634875398572416,0.09452344328524385,-0.9135168058271967,0.36097079890685635,0.361,,FALSE
asd_medication_influence,Sexm,0.002232560708180733,0.09405120895057324,0.0237377140931172,0.9810618229774468,0.981,,FALSE
asd_medication_influence,sessionsession_2,-0.004869696139484284,0.12072930986121719,-0.04033565788690568,0.9678255260174548,0.968,,FALSE
asd_medication_influence,sessionsession_3,0.010458999613033064,0.12237504581325886,0.08546676770191551,0.9318903143071191,0.932,,FALSE
asd_medication_influence,sessionsession_4,0.033866818278911325,0.12206154802670809,0.2774568963479062,0.7814292987335301,0.781,,FALSE
