contrast,Group,estimate,SE,df,lower.CL,upper.CL,t.ratio,p.value
f - m,ASD,-0.4274980986509459,1.0735557502919568,62.56495979506277,-2.5731200574843878,1.7181238601824957,-0.39820763712987095,0.6918327740971668
f - m,CTRL,1.414314446721437,0.9950471895498311,63.679806429102634,-0.5737133481719421,3.402342241614816,1.4213541443811188,0.16009276015453114
