contrast,Group,estimate,SE,df,lower.CL,upper.CL,t.ratio,p.value
f - m,ASD,0.018360033080611078,0.017920783529095433,195.22658739452334,-0.0169831526531034,0.053703218814325555,1.0245106220273514,0.30686193415315555
f - m,CTRL,-0.007190761359318434,0.015977084212903073,168.64543570135993,-0.0387316086670076,0.024350085948370737,-0.4500671876981899,0.6532399858197107
